,CODE,NAME,SECT.,STOCK NO.,CAPT.
282,039200,오스코텍,의약품 제조업,"29,200,311","14,600,155,500"
283,039230,에이아이비트,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","104,362,573","52,181,286,500"
284,039240,경남스틸,1차 철강 제조업,"25,000,000","2,500,000,000"
285,039290,인포뱅크,기타 정보 서비스업,"8,693,978","4,346,989,000"
286,039310,세중,여행사 및 기타 여행보조 서비스업,"18,121,667","9,060,833,500"
287,039340,한국경제TV,텔레비전 방송업,"23,000,000","11,500,000,000"
288,039420,케이엘넷,전기 통신업,"24,154,730","12,077,365,000"
289,039440,에스티아이,특수 목적용 기계 제조업,"15,830,000","7,915,000,000"
290,039560,다산네트웍스,통신 및 방송 장비 제조업,"33,570,298","18,013,611,500"
291,039610,화성밸브,일반 목적용 기계 제조업,"10,410,400","5,205,200,000"
292,039670,한류타임즈,"서적, 잡지 및 기타 인쇄물 출판업","59,922,652","29,961,326,000"
293,039740,한국정보공학,기타 전문 도매업,"8,018,397","4,009,198,500"
294,039830,오로라,전문디자인업,"10,762,890","5,381,445,000"
295,039840,디오,의료용 기기 제조업,"15,523,602","7,761,801,000"
296,039860,나노엔텍,의료용 기기 제조업,"26,762,927","13,381,463,500"
297,039980,리노스,"섬유, 의복, 신발 및 가죽제품 소매업","41,540,606","20,770,303,000"
298,040160,누리텔레콤,소프트웨어 개발 및 공급업,"12,055,535","6,027,767,500"
299,040300,YTN,"영화, 비디오물, 방송프로그램 제작 및 배급업","42,000,000","42,000,000,000"
300,040350,큐로컴,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","113,758,041","56,879,020,500"
301,040420,정상제이엘에스,일반 교습 학원,"15,677,552","8,478,776,000"
302,040610,SG&G,자동차 신품 부품 제조업,"34,087,196","17,043,598,000"
303,040910,아이씨디,특수 목적용 기계 제조업,"17,802,695","8,901,347,500"
304,041020,인프라웨어,소프트웨어 개발 및 공급업,"37,463,160","18,731,580,000"
305,041140,넥슨지티,소프트웨어 개발 및 공급업,"35,373,322","17,686,661,000"
307,041440,에버다임,특수 목적용 기계 제조업,"17,915,944","8,957,972,000"
308,041460,한국전자인증,소프트웨어 개발 및 공급업,"21,459,249","10,729,624,500"
309,041510,에스엠,오디오물 출판 및 원판 녹음업,"23,449,501","11,724,750,500"
310,041520,이라이콤,상품 중개업,"12,188,730","6,094,365,000"
311,041590,젬백스지오,실내건축 및 건축마무리 공사업,"77,426,225","38,713,112,500"
312,041830,인바디,의료용 기기 제조업,"13,683,782","6,841,891,000"
313,041910,에스텍파마,의약품 제조업,"11,898,263","5,949,131,500"
314,041920,메디아나,의료용 기기 제조업,"8,650,496","4,325,248,000"
315,041930,동아화성,고무제품 제조업,"15,800,000","8,000,000,000"
316,041960,코미팜,의약품 제조업,"64,185,876","6,418,587,600"
317,042000,카페24,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,430,597","4,715,298,500"
318,042040,케이피엠테크,기타 화학제품 제조업,"117,820,745","11,782,074,500"
319,042110,에스씨디,가정용 기기 제조업,"48,329,564","24,164,782,000"
321,042420,네오위즈홀딩스,소프트웨어 개발 및 공급업,"8,856,866","4,653,433,000"
322,042500,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,216,878","7,608,439,000"
323,042510,라온시큐어,소프트웨어 개발 및 공급업,"31,809,612","15,904,806,000"
324,042520,한스바이오메드,의료용품 및 기타 의약 관련제품 제조업,"9,996,820","4,998,410,000"
325,042600,새로닉스,전자부품 제조업,"12,423,574","6,211,787,000"
326,042940,상지카일룸,건물 건설업,"52,137,435","26,068,717,500"
327,043090,큐브앤컴퍼니,기타 전문 도매업,"32,590,313","16,295,156,500"
328,043100,솔고바이오,의료용 기기 제조업,"57,759,208","28,879,604,000"
329,043150,바텍,의료용 기기 제조업,"14,854,256","7,427,128,000"
330,043200,파루,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","38,606,413","19,303,206,500"
331,043220,에이치엘비파워,특수 목적용 기계 제조업,"91,115,377","45,557,688,500"
332,043260,성호전자,전자부품 제조업,"35,598,043","17,799,021,500"
333,043290,케이맥,특수 목적용 기계 제조업,"37,161,291","3,716,129,100"
334,043340,에쎈테크,일반 목적용 기계 제조업,"72,000,000","36,000,000,000"
335,043360,디지아이,컴퓨터 및 주변장치 제조업,"9,000,000","4,500,000,000"
336,043370,평화정공,자동차 신품 부품 제조업,"21,000,000","10,500,000,000"
337,043590,크로바하이텍,반도체 제조업,"23,300,000","11,650,000,000"
338,043610,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","58,115,438","29,057,719,000"
339,043650,국순당,알코올음료 제조업,"17,858,304","8,929,152,000"
340,043710,서울리거,기타 전문 도매업,"34,903,652","17,451,826,000"
341,043910,자연과환경,환경 정화 및 복원업,"53,149,357","26,574,678,500"
342,044060,조광ILI,일반 목적용 기계 제조업,"9,885,656","4,942,828,000"
343,044180,KD,건물 건설업,"78,353,304","39,176,652,000"
344,044340,위닉스,가정용 기기 제조업,"17,873,425","8,936,712,500"
345,044480,경남바이오파마,고무제품 제조업,"14,251,509","7,125,754,500"
346,044490,태웅,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500"
347,044780,에이치케이,특수 목적용 기계 제조업,"18,505,787","9,252,893,500"
348,044960,이글벳,기타 전문 도매업,"12,641,883","6,320,941,500"
349,045060,오공,기타 화학제품 제조업,"16,941,974","8,470,987,000"
350,045100,한양이엔지,"건축기술, 엔지니어링 및 관련 기술 서비스업","18,000,000","9,000,000,000"
351,045300,성우테크론,전자부품 제조업,"9,405,602","4,702,801,000"
352,045340,토탈소프트,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000"
353,045390,대아티아이,기타 전기장비 제조업,"71,151,522","7,115,152,200"
354,045510,정원엔시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,209,292","16,104,646,000"
355,045520,크린앤사이언스,일반 목적용 기계 제조업,"6,500,000","3,650,000,000"
356,045660,에이텍,컴퓨터 및 주변장치 제조업,"8,260,000","4,130,000,000"
357,045890,GV,전구 및 조명장치 제조업,"48,350,590","24,175,295,000"
358,045970,코아시아,반도체 제조업,"26,254,864","13,127,432,000"
359,046070,코다코,자동차 신품 부품 제조업,"39,064,256","19,532,128,000"
360,046110,한일네트웍스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,954,227","5,977,113,500"
361,046120,오르비텍,기타 과학기술 서비스업,"23,790,573","11,895,286,500"
362,046140,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업","21,463,555","10,731,777,500"
363,046210,파나진,의료용품 및 기타 의약 관련제품 제조업,"32,136,660","16,068,330,000"
364,046310,백금T&A,통신 및 방송 장비 제조업,"16,247,615","8,123,807,500"
365,046390,삼화네트웍스,"영화, 비디오물, 방송프로그램 제작 및 배급업","43,172,933","8,634,586,600"
366,046440,KG모빌리언스,소프트웨어 개발 및 공급업,"38,825,568","19,412,784,000"
367,046890,서울반도체,반도체 제조업,"58,305,400","29,152,700,000"
368,046940,우원개발,기반조성 및 시설물 축조관련 전문공사업,"18,074,350","9,037,175,000"
369,046970,우리로,기타 전문 도매업,"27,519,580","13,759,790,000"
370,047080,한빛소프트,소프트웨어 개발 및 공급업,"24,779,836","12,389,918,000"
371,047310,파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","34,420,982","17,442,716,000"
372,047560,이스트소프트,소프트웨어 개발 및 공급업,"9,899,400","4,949,700,000"
373,047770,코데즈컴바인,봉제의복 제조업,"37,842,602","18,921,301,000"
374,047820,초록뱀,"영화, 비디오물, 방송프로그램 제작 및 배급업","90,843,392","45,421,696,000"
375,047920,메디포럼제약,자연과학 및 공학 연구개발업,"14,042,872","7,021,436,000"
376,048260,오스템임플란트,의료용 기기 제조업,"14,285,717","7,142,858,500"
377,048410,현대바이오,기타 화학제품 제조업,"35,915,877","17,957,938,500"
378,048430,유라테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","11,520,000","5,760,000,000"
379,048470,대동스틸,1차 철강 제조업,"10,000,000","5,000,000,000"
380,048530,인트론바이오,기초 의약물질 및 생물학적 제제 제조업,"31,357,086","15,678,543,000"
381,048550,SM C&C,광고업,"94,610,120","47,305,060,000"
382,048770,TPC,일반 목적용 기계 제조업,"13,480,276","6,740,138,000"
383,048830,엔피케이,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500"
384,048870,시너지이노베이션,의료용 기기 제조업,"65,725,296","32,862,648,000"
385,048910,대원미디어,기타 전문 도매업,"12,578,946","6,319,473,000"
386,049070,인탑스,통신 및 방송 장비 제조업,"17,200,000","8,600,000,000"
387,049080,기가레인,특수 목적용 기계 제조업,"52,276,120","26,138,060,000"
388,049120,파인디앤씨,전자부품 제조업,"26,359,944","13,179,972,000"
389,049180,셀루메드,기초 의약물질 및 생물학적 제제 제조업,"29,701,057","14,850,528,500"
390,049430,코메론,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","9,048,000","4,524,000,000"
391,049470,SGA,소프트웨어 개발 및 공급업,"48,362,249","48,362,249,000"
392,049480,오픈베이스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500"
393,049520,유아이엘,전자부품 제조업,"21,784,936","11,142,469,000"
394,049550,잉크테크,기타 화학제품 제조업,"16,019,932","8,310,957,500"
395,049630,재영솔루텍,사진장비 및 광학기기 제조업,"73,257,244","36,628,622,000"
396,049720,고려신용정보,기타 사업지원 서비스업,"14,300,000","7,150,000,000"
397,049830,승일,기타 금속 가공제품 제조업,"6,132,112","3,066,056,000"
398,049950,미래컴퍼니,특수 목적용 기계 제조업,"8,362,306","4,181,153,000"
399,049960,쎌바이오텍,기초 의약물질 및 생물학적 제제 제조업,"9,400,000","4,700,000,000"
400,050090,휘닉스소재,전자부품 제조업,"79,138,942","39,569,471,000"
401,050110,캠시스,전자부품 제조업,"67,839,980","33,919,990,000"
402,050120,라이브플렉스,생활용품 도매업,"135,640,864","69,092,015,500"
403,050320,에이앤티앤,기계장비 및 관련 물품 도매업,"44,661,760","4,466,176,000"
404,050540,한국코퍼레이션,기타 사업지원 서비스업,"38,785,593","19,392,796,500"
405,050760,에스폴리텍,플라스틱제품 제조업,"16,334,678","8,167,339,000"
406,050860,아세아텍,특수 목적용 기계 제조업,"17,500,000","8,750,000,000"
407,050890,쏠리드,통신 및 방송 장비 제조업,"52,185,175","26,092,587,500"
408,050960,수산아이앤티,소프트웨어 개발 및 공급업,"6,751,000","3,375,500,000"
409,051160,지어소프트,소프트웨어 개발 및 공급업,"14,574,555","7,287,277,500"
410,051360,토비스,영상 및 음향기기 제조업,"16,717,058","8,358,529,000"
411,051370,인터플렉스,전자부품 제조업,"23,327,472","11,663,736,000"
412,051380,피씨디렉트,기계장비 및 관련 물품 도매업,"7,668,536","3,834,268,000"
413,051390,YW,상품 종합 도매업,"11,355,368","5,677,684,000"
414,051490,나라엠앤디,특수 목적용 기계 제조업,"14,200,000","7,230,000,000"
415,051500,CJ프레시웨이,음·식료품 및 담배 도매업,"11,871,586","11,871,586,000"
416,051780,큐로홀딩스,"영화, 비디오물, 방송프로그램 제작 및 배급업","89,062,197","44,531,098,500"
417,051980,센트럴바이오,플라스틱제품 제조업,"46,304,890","23,402,445,000"
418,052020,에스티큐브,기계장비 및 관련 물품 도매업,"30,385,009","15,192,504,500"
419,052190,이에스에이,창작 및 예술관련 서비스업,"45,801,509","22,900,754,500"
420,052220,iMBC,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","23,000,000","11,500,000,000"
421,052260,SK바이오랜드,기타 화학제품 제조업,"15,000,000","7,500,000,000"
422,052300,W홀딩컴퍼니,기타 운송관련 서비스업,"232,418,093","23,241,809,300"
423,052330,코텍,영상 및 음향기기 제조업,"15,574,552","7,787,276,000"
424,052400,코나아이,소프트웨어 개발 및 공급업,"15,559,118","7,779,559,000"
425,052420,오성첨단소재,플라스틱제품 제조업,"61,966,225","31,044,396,500"
426,052460,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","14,607,936","7,303,968,000"
427,052600,한네트,전기 통신업,"11,563,700","5,781,850,000"
428,052670,제일바이오,의약품 제조업,"15,000,000","7,500,000,000"
429,052710,아모텍,전자부품 제조업,"9,743,406","4,871,703,000"
430,052770,아이톡시,소프트웨어 개발 및 공급업,"7,291,079","3,645,539,500"
431,052790,액토즈소프트,소프트웨어 개발 및 공급업,"11,330,638","5,665,319,000"
432,052860,아이앤씨,반도체 제조업,"17,614,304","8,807,152,000"
433,052900,KMH하이텍,플라스틱제품 제조업,"46,885,499","23,442,749,500"
434,053030,바이넥스,의약품 제조업,"31,741,048","15,870,524,000"
435,053050,지에스이,연료용 가스 제조 및 배관공급업,"29,987,597","15,304,357,500"
436,053060,세동,자동차 신품 부품 제조업,"21,411,000","10,705,500,000"
437,053110,소리바다,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","95,946,986","47,973,493,000"
438,053160,프리엠스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,000,000","3,000,000,000"
439,053260,금강철강,1차 철강 제조업,"18,720,000","9,860,000,000"
440,053270,구영테크,자동차 신품 부품 제조업,"26,394,174","13,197,087,000"
441,053280,예스24,무점포 소매업,"17,200,000","8,600,000,000"
442,053290,NE능률,"서적, 잡지 및 기타 인쇄물 출판업","16,072,037","8,036,018,500"
443,053300,한국정보인증,소프트웨어 개발 및 공급업,"31,165,000","15,582,500,000"
444,053350,이니텍,소프트웨어 개발 및 공급업,"19,790,916","9,895,458,000"
445,053450,세코닉스,사진장비 및 광학기기 제조업,"11,803,281","5,901,640,500"
446,053580,웹케시,소프트웨어 개발 및 공급업,"6,763,655","3,381,827,500"
447,053590,한국테크놀로지,자동차 신품 부품 제조업,"100,281,799","50,140,899,500"
448,053610,프로텍,특수 목적용 기계 제조업,"11,000,000","5,500,000,000"
449,053620,태양,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000"
450,053660,현진소재,기타 금속 가공제품 제조업,"53,201,003","26,600,501,500"
451,053700,삼보모터스,자동차 신품 부품 제조업,"16,782,027","8,391,013,500"
452,053800,안랩,소프트웨어 개발 및 공급업,"10,013,855","5,182,644,500"
453,053950,경남제약,의약품 제조업,"17,442,567","8,721,283,500"
454,053980,오상자이엘,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000"
455,054040,한국컴퓨터,전자부품 제조업,"16,071,290","8,035,645,000"
456,054050,농우바이오,작물 재배업,"16,030,561","8,015,280,500"
457,054090,삼진엘앤디,그외 기타 제품 제조업,"24,959,232","12,479,616,000"
458,054180,중앙오션,선박 및 보트 건조업,"32,235,671","16,117,835,500"
459,054210,이랜텍,전자부품 제조업,"22,656,918","11,328,459,000"
460,054220,비츠로시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","31,309,978","15,654,989,000"
461,054300,팬스타엔터프라이즈,일반 목적용 기계 제조업,"52,348,271","26,174,135,500"
462,054410,케이피티유,기타 금속 가공제품 제조업,"5,060,000","2,530,000,000"
463,054450,텔레칩스,반도체 제조업,"13,505,911","6,752,955,500"
464,054540,삼영엠텍,"구조용 금속제품, 탱크 및 증기발생기 제조업","13,000,000","6,772,413,500"
466,054630,에이디칩스,그외 기타 제품 제조업,"45,444,459","22,722,229,500"
467,054670,대한뉴팜,의약품 제조업,"14,354,920","7,177,460,000"
468,054780,키이스트,"영화, 비디오물, 방송프로그램 제작 및 배급업","17,071,366","8,535,683,000"
469,054800,아이디스홀딩스,기타 전문 서비스업,"10,347,756","5,173,878,000"
470,054920,한컴위드,소프트웨어 개발 및 공급업,"28,217,081","14,108,540,500"
471,054930,유신,"건축기술, 엔지니어링 및 관련 기술 서비스업","3,000,000","15,000,000,000"
472,054940,엑사이엔씨,실내건축 및 건축마무리 공사업,"33,173,548","16,586,774,000"
473,054950,제이브이엠,일반 목적용 기계 제조업,"6,330,908","3,165,454,000"
474,056000,네스엠,소프트웨어 개발 및 공급업,"14,136,600","7,068,300,000"
475,056080,유진로봇,특수 목적용 기계 제조업,"37,512,152","18,756,076,000"
476,056090,유앤아이,의료용 기기 제조업,"7,764,894","3,882,447,000"
477,056190,에스에프에이,특수 목적용 기계 제조업,"35,908,760","17,954,380,000"
478,056360,코위버,통신 및 방송 장비 제조업,"9,796,800","4,898,400,000"
479,056700,신화인터텍,플라스틱제품 제조업,"29,135,091","14,567,545,500"
480,056730,포스링크,기타 전문 도매업,"46,163,868","23,081,934,000"
481,057030,YBM넷,교육지원 서비스업,"16,312,697","8,156,348,500"
482,057500,SKC 솔믹스,전자부품 제조업,"61,494,040","30,747,020,000"
483,057540,옴니시스템,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","42,410,117","21,205,058,500"
484,057680,옴니텔,소프트웨어 개발 및 공급업,"40,494,755","20,247,377,500"
485,057880,필로시스헬스케어,"섬유, 의복, 신발 및 가죽제품 소매업","59,310,756","29,655,378,000"
486,058110,멕아이씨에스,의료용 기기 제조업,"6,649,682","3,324,841,000"
487,058220,아리온,통신 및 방송 장비 제조업,"38,974,244","19,487,122,000"
488,058400,KNN,텔레비전 방송업,"132,429,720","66,214,860,000"
489,058420,제이웨이,"영화, 비디오물, 방송프로그램 제작 및 배급업","21,676,909","10,838,454,500"
490,058450,일야,통신 및 방송 장비 제조업,"31,740,000","15,870,000,000"
491,058470,리노공업,전자부품 제조업,"15,242,370","7,621,185,000"
492,058530,슈펙스비앤피,생활용품 도매업,"130,784,286","65,392,143,000"
493,058610,에스피지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","20,876,975","10,438,487,500"
494,058630,엠게임,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500"
495,058820,CMG제약,의약품 제조업,"138,892,244","69,446,122,000"
496,059090,미코,반도체 제조업,"31,316,603","15,658,301,500"
497,059100,아이컴포넌트,전자부품 제조업,"7,070,860","3,535,430,000"
498,059120,아진엑스텍,반도체 제조업,"6,945,915","3,472,957,500"
499,059210,메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,"23,862,351","11,931,175,500"
500,060150,인선이엔티,폐기물 처리업,"38,391,282","19,195,641,000"
501,060230,이그잭스,전자부품 제조업,"74,893,516","37,446,758,000"
502,060240,룽투코리아,소프트웨어 개발 및 공급업,"25,429,284","13,064,642,000"
503,060250,NHN한국사이버결제,기타 정보 서비스업,"22,971,393","11,485,696,500"
504,060260,뉴보텍,플라스틱제품 제조업,"33,433,750","16,716,875,000"
505,060280,큐렉소,기타 상품 전문 소매업,"33,357,253","16,678,626,500"
506,060300,레드로버,"영화, 비디오물, 방송프로그램 제작 및 배급업","66,855,495","33,427,747,500"
507,060310,3S,특수 목적용 기계 제조업,"44,802,511","22,401,255,500"
508,060370,KT서브마린,전기 및 통신 공사업,"21,900,000","21,900,000,000"
509,060380,동양에스텍,1차 철강 제조업,"10,000,000","5,000,000,000"
510,060480,국일신동,1차 비철금속 제조업,"11,090,000","5,545,000,000"
511,060540,에스에이티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,133,306","13,066,653,000"
512,060560,홈센타홀딩스,기타 전문 도매업,"85,113,017","42,556,508,500"
513,060570,드림어스컴퍼니,기타 전문 도매업,"56,859,847","28,429,923,500"
514,060590,씨티씨바이오,의약품 제조업,"20,935,612","10,467,806,000"
515,060720,KH바텍,전자부품 제조업,"23,637,484","11,818,742,000"
516,060900,대한그린파워,기타 화학제품 제조업,"135,159,001","13,515,900,100"
517,061040,알에프텍,통신 및 방송 장비 제조업,"25,327,055","12,663,527,500"
518,061250,화일약품,의약품 제조업,"17,301,249","8,650,624,500"
519,061970,엘비세미콘,반도체 제조업,"43,784,592","21,892,296,000"
520,062860,티엘아이,반도체 제조업,"9,872,720","4,936,360,000"
521,062970,피피아이,통신 및 방송 장비 제조업,"9,308,185","4,654,092,500"
522,063080,게임빌,소프트웨어 개발 및 공급업,"6,595,192","3,297,596,000"
523,063170,서울옥션,상품 중개업,"16,917,500","8,458,750,000"
524,063440,SM Life Design,기록매체 복제업,"45,029,154","22,874,577,000"
526,063760,이엘피,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","4,910,500","2,455,250,000"
527,064090,에프앤리퍼블릭,상품 종합 도매업,"76,801,909","38,400,954,500"
528,064240,홈캐스트,영상 및 음향기기 제조업,"33,094,756","16,797,419,500"
529,064260,다날,소프트웨어 개발 및 공급업,"67,554,559","33,777,279,500"
530,064290,인텍플러스,특수 목적용 기계 제조업,"12,612,462","6,306,231,000"
531,064480,브리지텍,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000"
532,064510,에코마이스터,특수 목적용 기계 제조업,"26,691,608","13,345,804,000"
533,064520,바른전자,반도체 제조업,"73,686,477","36,843,238,500"
534,064550,바이오니아,의료용품 및 기타 의약 관련제품 제조업,"22,737,191","11,368,595,500"
535,064760,티씨케이,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000"
536,064800,젬백스링크,"섬유, 의복, 신발 및 가죽제품 소매업","77,218,483","7,721,848,300"
537,064820,케이프,선박 및 보트 건조업,"28,661,980","14,330,990,000"
538,065060,지엔코,봉제의복 제조업,"98,008,044","49,004,022,000"
539,065130,탑엔지니어링,특수 목적용 기계 제조업,"15,976,257","8,324,128,500"
540,065150,MP그룹,음·식료품 및 담배 도매업,"80,808,407","8,080,840,700"
541,065170,넥스트BT,음·식료품 및 담배 도매업,"86,778,698","43,389,349,000"
542,065350,신성델타테크,가정용 기기 제조업,"24,853,343","12,426,671,500"
543,065370,위세아이텍,소프트웨어 개발 및 공급업,"4,403,611","2,201,805,500"
544,065420,에스아이리소스,석탄 광업,"64,603,964","6,460,396,400"
545,065440,이루온,소프트웨어 개발 및 공급업,"27,275,020","13,637,510,000"
546,065450,빅텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","27,730,883","5,546,176,600"
547,065500,오리엔트정공,자동차 신품 부품 제조업,"117,214,562","58,607,281,000"
548,065510,휴비츠,의료용 기기 제조업,"11,882,871","5,941,435,500"
549,065530,전파기지국,전기 통신업,"52,860,000","26,430,000,000"
550,065560,녹원씨엔아이,인쇄 및 인쇄관련 산업,"17,260,625","8,720,892,000"
