CODE,NAME,SECT.,STOCK NO.,CAPT.,PRICE,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
4770,써니전자,반도체 제조업,"34,845,011","18,372,505,500",3610,180.5,20,N/A,N/A,2.21,1634,N/A
4830,덕성,플라스틱제품 제조업,"15,680,000","8,536,000,000",6070,60.7,100,N/A,N/A,1.46,4150,0.33
4870,티웨이홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업","76,680,855","38,340,427,500",1040,N/A,-802,N/A,N/A,0.57,1823,N/A
4890,동일산업,1차 철강 제조업,"2,425,215","12,126,075,000",69000,85.82,804,N/A,N/A,0.42,163096,1.09
4910,조광페인트,기타 화학제품 제조업,"12,800,000","6,400,000,000",5630,N/A,-56,N/A,N/A,0.35,16283,3.55
4920,씨아이테크,그외 기타 제품 제조업,"24,070,772","12,035,386,000",1100,N/A,-273,N/A,N/A,0.67,1637,N/A
4960,한신공영,건물 건설업,"11,570,702","57,853,510,000",15500,2.45,6331,N/A,N/A,0.34,45052,2.26
4970,신라교역,어로 어업,"16,000,000","8,000,000,000",10200,21.79,468,N/A,N/A,0.32,32228,4.9
4980,성신양회,"시멘트, 석회, 플라스터 및 그 제품 제조업","24,516,073","128,508,590,000",7940,22.49,353,N/A,N/A,0.52,15286,1.89
5010,휴스틸,1차 철강 제조업,"7,621,668","38,108,340,000",7080,N/A,-2097,N/A,N/A,0.14,50422,4.24
5030,부산주공,자동차 신품 부품 제조업,"42,397,604","21,198,802,000",339,N/A,-577,N/A,N/A,0.54,624,N/A
5070,코스모신소재,기타 화학제품 제조업,"29,247,965","29,247,965,000",16300,N/A,-235,N/A,N/A,3.2,5088,N/A
5090,삼광글라스,유리 및 유리제품 제조업,"4,854,418","24,272,090,000",29950,46.36,646,N/A,N/A,0.53,56654,3.34
5110,한창,기계장비 및 관련 물품 도매업,"34,790,269","17,395,134,500",1510,N/A,-455,N/A,N/A,2.46,614,N/A
5180,빙그레,낙농제품 및 식용빙과류 제조업,"9,851,241","49,756,205,000",59700,14.15,4219,13,4433,0.94,63618,2.43
5190,동성화학,기초 화학물질 제조업,"5,335,564","5,531,244,000",16050,5.67,2830,N/A,N/A,0.71,22483,3.74
5250,녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업,"47,028,210","25,744,900,000",30300,N/A,-45,N/A,N/A,1.74,17460,1.07
5300,롯데칠성음료,비알코올음료 및 얼음 제조업,"7,993,460","4,384,385,000",102000,N/A,-16865,27,3732,0.71,143327,2.65
5320,국동,생활용품 도매업,"38,026,114","19,013,057,000",3300,N/A,-317,N/A,N/A,1.37,2402,N/A
5360,모나미,생활용품 도매업,"18,897,307","18,897,307,000",8290,N/A,-153,N/A,N/A,2.2,3771,0.84
5380,현대자동차,자동차용 엔진 및 자동차 제조업,"213,668,187","1,488,993,125,000",147000,15.58,9438,16,9468,0.55,266807,2.72
5390,신성통상,기타 전문 도매업,"143,708,390","71,854,195,000",2100,N/A,-26,N/A,N/A,1.3,1616,N/A
5420,코스모화학,기타 화학제품 제조업,"26,110,825","26,110,825,000",10300,N/A,-687,N/A,N/A,1.93,5338,N/A
5430,한국공항,기타 운송관련 서비스업,"3,166,355","15,831,775,000",35000,52.79,663,N/A,N/A,0.35,99710,2.86
5440,현대그린푸드,종합 소매업,"97,704,482","48,852,241,000",8020,14.12,568,8,1054,0.42,18956,2.62
5490,포스코,1차 철강 제조업,"87,186,835","482,403,125,000",197000,11.53,17081,17,11882,0.36,552135,5.08
5500,삼진제약,의약품 제조업,"13,900,000","13,900,000,000",30350,50.84,597,N/A,N/A,1.9,15955,2.64
5610,SPC삼립,기타 식품 제조업,"8,629,009","43,145,045,000",64000,34.67,1846,17,3720,1.63,39289,1.73
5680,삼영전자공업,전자부품 제조업,"20,000,000","10,000,000,000",7850,16.99,462,N/A,N/A,0.32,24248,3.18
5690,파미셀,기초 의약물질 및 생물학적 제제 제조업,"59,958,950","29,979,475,000",22950,323.24,71,N/A,N/A,26.26,874,N/A
5720,넥센,고무제품 제조업,"53,543,977","28,572,288,500",4070,4.21,966,N/A,N/A,0.22,18626,1.97
5750,대림비앤코,"내화, 비내화 요업제품 제조업","16,672,240","16,672,240,000",5120,N/A,-32,N/A,N/A,0.54,9525,2.54
5800,신영와코루,봉제의복 제조업,"900,000","4,500,000,000",98000,18.71,5238,N/A,N/A,0.29,343598,1.53
5820,원림,직물직조 및 직물제품 제조업,"2,200,000","11,000,000,000",17250,28.28,610,N/A,N/A,0.38,45649,1.45
5850,에스엘,자동차 신품 부품 제조업,"48,203,277","24,101,638,500",11950,6.52,1832,8,1411,0.4,29776,3.35
5870,휴니드테크놀러지스,통신 및 방송 장비 제조업,"14,116,015","70,580,075,000",6720,9.75,689,N/A,N/A,0.78,8628,N/A
5880,대한해운,해상 운송업,"24,427,109","122,135,545,000",16200,3.75,4319,5,3505,0.42,38345,N/A
5930,삼성전자,통신 및 방송 장비 제조업,"5,969,782,550","897,513,820,000",57500,18.35,3134,16,3627,1.51,38053,2.46
5940,NH투자증권,금융 지원 서비스업,"281,408,887","1,531,275,030,000",9120,8.14,1121,7,1394,0.52,17704,5.48
5950,이수화학,기초 화학물질 제조업,"15,278,000","76,390,000,000",8920,189.79,47,N/A,N/A,0.48,18496,4.06
5960,동부건설,토목 건설업,"22,701,669","114,637,005,000",11450,3.41,3360,N/A,N/A,0.61,18909,6.11
6040,동원산업,어로 어업,"3,677,641","18,388,205,000",211500,21.12,10012,N/A,N/A,0.67,314989,0.95
6060,화승인더스트리,플라스틱제품 제조업,"55,320,000","27,660,000,000",6900,7.44,928,N/A,N/A,0.78,8867,0.65
6090,사조오양,수산물 가공 및 저장 처리업,"9,422,739","47,113,695,000",8500,5.17,1643,N/A,N/A,0.47,18100,1.18
6110,삼아알미늄,1차 비철금속 제조업,"11,000,000","5,500,000,000",6030,13.28,454,N/A,N/A,0.61,9889,1.82
6280,녹십자,의약품 제조업,"11,686,538","58,432,690,000",277500,N/A,-1106,63,4391,3.08,90031,0.36
6340,대원전선,절연선 및 케이블 제조업,"68,107,171","35,364,185,500",1020,N/A,-12,N/A,N/A,0.89,1146,N/A
6360,GS건설,건물 건설업,"80,097,804","400,489,020,000",26700,4.8,5557,5,5721,0.53,49909,3.74
6370,대구백화점,종합 소매업,"10,821,611","54,108,055,000",5600,N/A,-2191,N/A,N/A,0.17,33272,1.79
6380,카프로,기초 화학물질 제조업,"40,000,000","20,000,000,000",2655,N/A,-2500,N/A,N/A,0.62,4248,N/A
6390,한일현대시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","16,821,290","84,106,450,000",29550,10.02,2949,N/A,N/A,2.59,11425,3.38
6400,삼성SDI,일차전지 및 축전지 제조업,"68,764,530","356,712,130,000",488000,115.72,4217,70,6962,2.69,181084,0.2
6490,인스코비,전기 통신업,"98,630,240","49,315,120,000",2280,N/A,-272,N/A,N/A,9.08,251,N/A
6570,대림통상,기타 금속 가공제품 제조업,"15,225,000","16,425,000,000",4515,N/A,-679,N/A,N/A,0.77,5843,3.1
6650,대한유화,기초 화학물질 제조업,"6,500,000","41,000,000,000",116000,41.18,2817,7,16448,0.41,280608,2.15
6660,삼성공조,자동차 신품 부품 제조업,"8,126,314","4,063,157,000",6390,16.02,399,N/A,N/A,0.24,27098,0.94
6740,영풍제지,"골판지, 종이 상자 및 종이용기 제조업","22,200,000","11,100,000,000",3430,7.01,489,N/A,N/A,0.5,6803,1.17
6800,미래에셋대우,금융 지원 서비스업,"645,316,408","4,101,960,790,000",8810,11.94,738,12,753,0.67,13165,2.95
6880,신송홀딩스,산업용 농·축산물 및 동·식물 도매업,"11,828,858","5,914,429,000",4020,N/A,-2651,N/A,N/A,0.51,7890,1.99
6890,태경케미컬,기초 화학물질 제조업,"11,600,000","5,800,000,000",8170,9.1,898,N/A,N/A,0.84,9740,1.84
6980,우성사료,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000",3405,8.58,397,N/A,N/A,0.51,6622,0.44
7070,GS리테일,종합 소매업,"77,000,000","77,000,000,000",33900,14.47,2343,13,2687,1.2,28167,2.21
7110,일신석재,"건축자재, 철물 및 난방장치 도매업","77,456,610","38,728,305,000",2350,293.75,8,N/A,N/A,3.51,670,N/A
7120,미래아이앤지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","129,484,148","12,948,414,800",381,3.02,126,N/A,N/A,0.68,560,N/A
7160,사조산업,어로 어업,"5,000,000","25,000,000,000",32750,N/A,-5016,N/A,N/A,0.41,80111,0.46
7210,벽산,기타 비금속 광물제품 제조업,"68,560,000","34,280,000,000",1810,N/A,-63,N/A,N/A,0.46,3914,N/A
7280,한국특수형강,1차 철강 제조업,"32,353,490","16,176,745,000",1535,N/A,-456,N/A,N/A,0.74,2083,N/A
7310,오뚜기,기타 식품 제조업,"3,605,237","18,026,185,000",568000,17.72,32053,15,37763,1.48,384127,1.32
7340,디티알오토모티브,일차전지 및 축전지 제조업,"9,994,005","4,997,002,500",24200,3.52,6882,N/A,N/A,0.35,70111,6.2
7460,에이프로젠 KIC,기타 금속 가공제품 제조업,"178,678,039","89,339,019,500",2725,97.32,28,N/A,N/A,1.47,1858,N/A
7570,일양약품,의약품 제조업,"19,085,664","48,826,860,000",88100,202.53,435,N/A,N/A,8.27,10651,0.14
7590,동방아그로,"비료, 농약 및 살균, 살충제 제조업","13,617,577","6,808,788,500",6790,21.49,316,N/A,N/A,0.56,12208,3.68
7610,선도전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","18,000,000","9,000,000,000",2505,N/A,-286,N/A,N/A,0.58,4323,1
7630,폴루스바이오팜,상품 중개업,"39,311,572","19,655,786,000",1225,N/A,-285,N/A,N/A,0.83,1468,N/A
7660,이수페타시스,전자부품 제조업,"41,268,398","41,268,398,000",4310,N/A,-2200,N/A,N/A,2.48,1739,1.39
7690,국도화학,기초 화학물질 제조업,"5,810,616","29,053,080,000",39150,7.05,5557,N/A,N/A,0.42,94110,3.83
7700,F&F,봉제의복 제조업,"15,400,000","7,700,000,000",92000,12.92,7123,13,6823,2.94,31336,1.09
7810,코리아써키트,전자부품 제조업,"23,620,751","13,684,570,000",15050,36.27,415,N/A,N/A,1.21,12440,N/A
7980,태평양물산,봉제의복 제조업,"48,149,587","24,955,871,000",1730,1730,1,N/A,N/A,0.49,3524,1.73
8040,사조동아원,"곡물가공품, 전분 및 전분제품 제조업","141,144,600","70,572,300,000",854,N/A,-59,N/A,N/A,0.58,1469,N/A
8060,대덕,전자부품 제조업,"28,590,047","14,901,202,000",6640,9.5,699,N/A,N/A,1.38,4804,4.52
8110,대동전자,통신 및 방송 장비 제조업,"10,490,447","5,245,223,500",4205,10.04,419,N/A,N/A,0.26,16173,11.89
8250,이건산업,나무제품 제조업,"10,952,635","54,763,175,000",7430,64.05,116,N/A,N/A,0.42,17512,2.69
8260,NI스틸,1차 철강 제조업,"28,600,117","14,300,058,500",2210,10.73,206,N/A,N/A,0.57,3878,2.26
8350,남선알미늄,1차 비철금속 제조업,"110,179,090","55,243,490,000",5150,34.33,150,N/A,N/A,3.08,1671,N/A
8420,문배철강,1차 철강 제조업,"20,503,505","10,251,752,500",2745,33.48,82,N/A,N/A,0.48,5668,1.82
8490,서흥,기타 화학제품 제조업,"11,569,113","6,084,556,500",57800,19.52,2961,16,3658,2.1,27582,0.69
8500,일정실업,편조원단 제조업,"1,200,000","6,000,000,000",12050,N/A,-10442,N/A,N/A,0.51,23795,N/A
8560,메리츠증권,금융 지원 서비스업,"675,961,727","675,961,727,000",3350,4.62,725,5,631,0.56,5953,5.97
8600,윌비스,생활용품 도매업,"64,894,721","70,540,861,000",1285,N/A,-589,N/A,N/A,0.67,1908,N/A
8700,아남전자,영상 및 음향기기 제조업,"77,124,820","38,562,410,000",1660,N/A,-22,N/A,N/A,2.18,763,N/A
8730,율촌화학,플라스틱제품 제조업,"24,800,000","14,776,380,000",19200,21.94,875,N/A,N/A,1.42,13563,2.6
8770,호텔신라,기타 상품 전문 소매업,"39,248,121","200,000,000,000",72100,65.19,1106,-15,-4828,3.26,22114,0.49
8870,금비,유리 및 유리제품 제조업,"1,000,000","5,000,000,000",56700,15.97,3550,N/A,N/A,0.45,125796,3
8970,동양철관,1차 철강 제조업,"118,885,290","59,442,645,000",1030,27.84,37,N/A,N/A,1.49,690,N/A
9070,케이씨티시,도로 화물 운송업,"30,000,000","15,000,000,000",2350,11.69,201,N/A,N/A,0.36,6487,1.91
9140,경인전자,전자부품 제조업,"1,570,797","7,853,985,000",17250,27.04,638,N/A,N/A,0.41,42065,1.45
9150,삼성전기,전자부품 제조업,"74,693,696","388,003,400,000",141500,21.26,6657,23,6025,1.99,70999,0.78
9160,SIMPAC,특수 목적용 기계 제조업,"65,429,516","32,714,758,000",2390,17.97,133,N/A,N/A,0.32,7456,2.51
9180,한솔로지스틱스,기타 운송관련 서비스업,"27,477,425","14,340,941,000",2150,9.15,235,N/A,N/A,1.22,1762,1.86
9190,대양금속,1차 철강 제조업,"29,565,939","14,782,969,500",4340,30.78,141,N/A,N/A,2.24,1935,N/A
9200,무림페이퍼,"펄프, 종이 및 판지 제조업","41,609,310","104,023,275,000",2055,N/A,-294,N/A,N/A,0.19,10539,2.43
9240,한샘,생활용품 도매업,"23,533,928","23,533,928,000",104000,57.68,1803,37,2807,3.13,33243,1.15
9270,신원,봉제의복 제조업,"85,042,499","42,566,619,500",1650,165,10,N/A,N/A,0.62,2677,N/A
9290,광동제약,의약품 제조업,"52,420,851","52,420,851,000",9370,19.94,470,N/A,N/A,0.86,10835,0.85
9310,참엔지니어링,특수 목적용 기계 제조업,"55,361,480","28,105,738,500",1350,N/A,-274,N/A,N/A,1.19,1131,N/A
9320,대우부품,자동차 신품 부품 제조업,"47,646,375","23,823,187,500",2420,N/A,-67,N/A,N/A,3.15,768,N/A
9410,태영건설,토목 건설업,"76,400,000","39,478,740,000",18450,13.68,1349,N/A,N/A,1.09,16896,0.81
9420,한올바이오파마,의약품 제조업,"52,240,638","26,120,319,000",30800,81.48,378,99,311,10.84,2842,N/A
9450,경동나비엔,가정용 기기 제조업,"12,739,510","12,739,510,000",52800,19.83,2663,N/A,N/A,2.17,24302,0.57
9460,한창제지,"펄프, 종이 및 판지 제조업","59,667,486","29,833,743,000",1990,14.96,133,N/A,N/A,1.36,1463,1
9470,삼화전기,전자부품 제조업,"6,613,820","6,613,820,000",21300,69.84,305,N/A,N/A,3.37,6325,0.47
9540,한국조선해양,선박 및 보트 건조업,"70,773,116","353,865,580,000",86000,20.51,4194,31,2740,0.52,165320,N/A
9580,무림P&P,"펄프, 종이 및 판지 제조업","62,368,324","155,920,810,000",3205,N/A,-61,N/A,N/A,0.33,9623,5.46
9680,모토닉,자동차 신품 부품 제조업,"33,000,000","16,500,000,000",7630,20.29,376,N/A,N/A,0.41,18494,3.93
9770,삼정펄프,"펄프, 종이 및 판지 제조업","2,499,971","12,499,855,000",27000,8.47,3186,N/A,N/A,0.36,75591,N/A
9810,엔케이물산,기타 전문 도매업,"83,578,428","41,789,214,000",523,N/A,-15,N/A,N/A,1.04,505,N/A
9830,한화솔루션,기초 화학물질 제조업,"159,864,497","821,170,655,000",30050,N/A,-1789,18,1633,0.84,35614,0.67
10040,한국내화,"내화, 비내화 요업제품 제조업","22,863,632","11,431,816,000",3385,42.85,79,N/A,N/A,0.55,6175,1.03
10060,OCI,기초 화학물질 제조업,"23,849,371","127,246,855,000",61400,N/A,-34002,-13,-4701,0.56,109712,N/A
10100,한국프랜지공업,자동차 신품 부품 제조업,"30,450,420","30,450,420,000",2340,4.09,572,N/A,N/A,0.32,7310,2.14
10120,엘에스일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","30,000,000","150,000,000,000",54700,16.56,3304,15,3549,1.19,46101,2.19
10130,고려아연,1차 비철금속 제조업,"18,870,000","94,350,000,000",454000,13.83,32829,15,30907,1.21,375789,3.08
10140,삼성중공업,선박 및 보트 건조업,"630,000,000","3,150,574,225,000",5440,N/A,-2280,-4,-1465,0.62,8727,N/A
10400,우진아이엔에스,건물설비 설치 공사업,"7,622,000","3,811,000,000",7200,23.08,312,N/A,N/A,0.52,13934,3.47
10420,한솔피엔에스,기타 전문 도매업,"20,493,012","10,246,506,000",1485,9.9,150,N/A,N/A,0.74,2007,1.68
10580,지코,자동차 신품 부품 제조업,"64,581,636","32,290,818,000",306,N/A,-199,N/A,N/A,1.05,291,N/A
10600,웰바이오텍,상품 중개업,"43,229,886","21,614,943,000",3555,N/A,-445,N/A,N/A,2.03,1754,N/A
10620,현대미포조선,선박 및 보트 건조업,"39,942,149","199,710,745,000",31300,16.76,1868,16,2001,0.53,58845,1.12
10640,진양폴리우레탄,플라스틱제품 제조업,"10,000,000","5,000,000,000",2910,3.98,731,N/A,N/A,1.12,2603,3.44
10660,화천기계,특수 목적용 기계 제조업,"22,000,000","11,000,000,000",3740,N/A,-250,N/A,N/A,0.61,6162,N/A
10690,화신,자동차 신품 부품 제조업,"34,920,410","17,460,205,000",2530,N/A,-805,N/A,N/A,0.3,8302,1.98
10770,평화홀딩스,자동차 신품 부품 제조업,"14,625,466","7,312,733,000",2960,N/A,-1447,N/A,N/A,0.39,7594,5.07
10780,아이에스동서,"내화, 비내화 요업제품 제조업","30,892,606","15,446,303,000",45150,24.99,1807,12,3749,1.28,35142,1.55
10820,퍼스텍,무기 및 총포탄 제조업,"48,061,460","24,030,730,000",2215,N/A,-156,N/A,N/A,4.65,476,N/A
10950,S-Oil,석유 정제품 제조업,"112,582,792","291,511,797,500",62300,N/A,-7965,-11,-5539,1.3,47965,0.32
10960,삼호개발,기반조성 및 시설물 축조관련 전문공사업,"25,000,000","12,500,000,000",4370,5.23,836,N/A,N/A,0.55,7984,4.35
11000,진원생명과학,의약품 제조업,"44,618,808","44,618,808,000",9080,N/A,-329,N/A,N/A,7.81,1162,N/A
11070,LG이노텍,전자부품 제조업,"23,667,107","118,335,535,000",165000,18.09,9121,12,14325,1.7,96977,0.18
11090,에넥스,가구 제조업,"59,991,641","29,995,820,500",1140,N/A,-89,N/A,N/A,1.17,974,N/A
11150,CJ씨푸드,기타 식품 제조업,"35,930,773","18,065,386,500",3940,43.3,91,N/A,N/A,2.19,1799,N/A
11170,롯데케미칼,기초 화학물질 제조업,"34,275,419","171,377,095,000",175500,14.32,12259,20,8873,0.46,381481,3.82
11200,HMM,해상 운송업,"326,726,323","1,633,631,615,000",6600,N/A,-1501,N/A,N/A,2.03,3254,N/A
11210,현대위아,자동차 신품 부품 제조업,"27,195,083","135,975,415,000",38950,8.98,4336,15,2630,0.33,119183,1.8
11230,삼화전자공업,영상 및 음향기기 제조업,"10,457,940","10,457,940,000",3140,N/A,-379,N/A,N/A,3.04,1033,N/A
11280,태림포장,"골판지, 종이 상자 및 종이용기 제조업","70,805,940","35,402,970,000",3595,15.3,235,N/A,N/A,0.8,4469,8.07
11300,성안,직물직조 및 직물제품 제조업,"56,857,860","28,428,930,000",419,N/A,-174,N/A,N/A,0.35,1203,N/A
11330,유니켐,"가죽, 가방 및 유사제품 제조업","68,710,343","34,355,171,500",1410,6.13,230,N/A,N/A,1.08,1307,N/A
11390,부산산업,"시멘트, 석회, 플라스터 및 그 제품 제조업","1,056,000","5,280,000,000",130500,38.62,3379,N/A,N/A,2.47,52880,0.19
11420,갤럭시아에스엠,스포츠 서비스업,"27,549,644","13,774,822,000",1735,N/A,-14,N/A,N/A,2.75,632,N/A
11500,한농화성,기타 화학제품 제조업,"15,637,042","7,818,521,000",5890,8.35,705,N/A,N/A,0.75,7903,2.55
11690,유양디앤유,반도체 제조업,"58,494,201","29,247,100,500",1220,N/A,-613,N/A,N/A,1.39,877,N/A
11700,한신기계공업,일반 목적용 기계 제조업,"32,446,151","16,223,075,500",1360,22.67,60,N/A,N/A,0.52,2594,1.1
11760,현대종합상사,상품 종합 도매업,"13,228,966","66,144,830,000",14700,9.82,1497,N/A,N/A,0.53,27903,4.08
11780,금호석유화학,기초 화학물질 제조업,"30,467,691","167,455,885,000",94200,10.24,9203,8,11595,0.99,95307,1.59
11790,SKC,기타 화학제품 제조업,"37,534,555","187,672,775,000",86800,27.18,3193,20,4339,1.55,55936,1.15
11810,STX,상품 종합 도매업,"19,726,902","49,317,255,000",5180,N/A,-913,N/A,N/A,1.78,2906,N/A
11930,신성이엔지,반도체 제조업,"184,525,352","92,372,676,000",1355,84.69,16,N/A,N/A,1.61,844,N/A
12030,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","201,173,933","100,586,966,500",731,20.89,35,N/A,N/A,0.73,1005,N/A
12160,영흥,1차 철강 제조업,"85,826,509","42,913,254,500",1260,37.06,34,N/A,N/A,0.4,3140,2.38
12170,키위미디어그룹,"영화, 비디오물, 방송프로그램 제작 및 배급업","197,284,650","98,642,325,000",150,N/A,-9229,N/A,N/A,0.46,325,N/A
12200,계양전기,일반 목적용 기계 제조업,"32,600,000","17,000,000,000",3170,1585,2,N/A,N/A,0.58,5460,1.1
12280,영화금속,자동차 신품 부품 제조업,"45,451,006","23,597,333,000",2070,159.23,13,N/A,N/A,1.24,1672,N/A
12330,현대모비스,자동차 신품 부품 제조업,"95,054,694","490,969,315,000",223500,9.89,22594,12,18084,0.64,348322,1.79
12450,한화에어로스페이스,"항공기,우주선 및 부품 제조업","50,630,000","265,650,000,000",25550,10.18,2511,12,2163,0.52,48722,N/A
12510,더존비즈온,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","29,672,700","14,836,350,000",102000,63.2,1614,60,1713,8.87,11495,0.46
12600,청호컴넷,일반 목적용 기계 제조업,"8,576,351","42,881,755,000",5850,N/A,-1710,N/A,N/A,6.18,947,N/A
12610,경인양행,기초 화학물질 제조업,"41,196,365","20,598,182,500",9110,27.11,336,N/A,N/A,1.71,5342,0.55
12690,모나리자,기타 종이 및 판지 제품 제조업,"36,571,255","18,885,627,500",5950,47.6,125,N/A,N/A,3.31,1798,0.84
12750,에스원,"경비, 경호 및 탐정업","37,999,178","18,999,589,000",91100,23.97,3800,22,4144,2.41,37788,2.74
12800,대창,1차 비철금속 제조업,"91,140,499","45,570,249,500",1195,20.25,59,N/A,N/A,0.5,2400,0.84
13000,세우글로벌,기타 전문 도매업,"28,705,031","14,352,515,500",1875,133.93,14,N/A,N/A,1.22,1534,N/A
13360,일성건설,토목 건설업,"54,024,880","27,012,440,000",961,21.84,44,N/A,N/A,0.56,1709,1.56
13520,화승알앤에이,자동차 신품 부품 제조업,"64,561,210","32,280,605,000",1740,6.33,275,N/A,N/A,0.44,3992,1.44
13580,계룡건설산업,토목 건설업,"8,930,907","44,654,535,000",27650,3.57,7748,N/A,N/A,0.53,51939,2.17
13700,까뮤이앤씨,건물 건설업,"45,152,280","22,576,140,000",1310,4.32,303,N/A,N/A,0.79,1664,2.29
13870,지엠비코리아,자동차 신품 부품 제조업,"19,072,280","9,536,140,000",4875,49.24,99,N/A,N/A,0.41,11888,0.62
