Unnamed: 0,CODE,NAME,SECT.,STOCK NO.,CAPT.,2017.12,2018.12,2019.12,2020.12(E),2019.06,2019.09,2019.12,2020.03,2020.06,2020.09(E)
475,025530,에스제이엠홀딩스,자동차 부품 및 내장품 판매업,"14,934,008","7,467,004,000",104.0,18.0,63.0,N/A,7.0,9.0,34.0,14.0,27.0,N/A
476,025540,한국단자공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,415,000","5,207,500,000",661.0,462.0,335.0,N/A,51.0,55.0,119.0,175.0,63.0,N/A
477,025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","16,864,368","1,686,436,800",-95,-114,-57,N/A,-24.0,-22.0,-19.0,8.0,5.0,N/A
478,025620,제이준코스메틱,기타 화학제품 제조업,"36,402,552","18,201,276,000",223,71,-520,N/A,-139.0,-35.0,-277.0,-27.0,3.0,N/A
479,025750,한솔홈데코,제재 및 목재 가공업,"80,565,149","83,765,149,000",95.0,92.0,-17,N/A,4.0,-19.0,-13.0,8.0,22.0,N/A
480,025820,이구산업,1차 비철금속 제조업,"33,442,000","16,721,000,000",142.0,-1,6.0,N/A,19.0,-4.0,-26.0,8.0,-15.0,N/A
481,025860,남해화학,"비료, 농약 및 살균, 살충제 제조업","49,678,843","49,678,843,000",281.0,170.0,153.0,N/A,16.0,101.0,9.0,27.0,91.0,N/A
482,025890,한국주강,특수 목적용 기계 제조업,"11,309,259","5,654,629,500",-21,-89,-49.0,N/A,-12.0,-12.0,-14.0,-2.0,1.0,N/A
483,026890,디피씨,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","41,678,175","20,839,087,500",122.0,133.0,140.0,N/A,51.0,36.0,33.0,68.0,41.0,N/A
484,026940,부국철강,1차 철강 제조업,"20,000,000","10,000,000,000",13.0,9.0,3.0,N/A,5.0,4.0,-6.0,3.0,4.0,N/A
485,026960,동서,음·식료품 및 담배 도매업,"99,700,000","49,850,000,000",477.0,432.0,385.0,N/A,82.0,80.0,106.0,110.0,88.0,N/A
487,027740,마니커,"도축, 육류 가공 및 저장 처리업","158,472,594","79,236,297,000",69,5,-150,N/A,-33.0,-54.0,-84.0,-109.0,-89.0,N/A
488,027970,세하,"펄프, 종이 및 판지 제조업","29,562,997","29,562,997,000",7,100,141.0,N/A,37.0,39.0,45.0,54.0,71.0,N/A
489,028050,삼성엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","196,000,000","980,000,000,000",469,2061,3855,3420.0,1190.0,1000.0,998.0,667.0,855.0,807.0
490,028100,동아지질,기반조성 및 시설물 축조관련 전문공사업,"11,500,000","5,750,000,000",203.0,261.0,229.0,N/A,52.0,48.0,57.0,29.0,5.0,N/A
491,028260,삼성물산,기타 전문 도매업,"186,887,081","18,851,450,600",8813.0,11039.0,8668.0,9180.0,2207.0,2163.0,3247.0,1470.0,2381.0,2438.0
492,028670,팬오션,해상 운송업,"534,569,207","534,569,207,000",1950,2039,2100,2290.0,505.0,634.0,511.0,378.0,643.0,638.0
493,029460,케이씨,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","13,554,044","6,777,022,000",555.0,761.0,676.0,N/A,128.0,211.0,139.0,198.0,169.0,N/A
494,029530,신도리코,컴퓨터 및 주변장치 제조업,"10,080,029","50,400,145,000",326.0,249.0,63.0,N/A,31.0,-16.0,31.0,-120.0,-76.0,N/A
496,030000,제일기획,광고업,"115,041,225","23,008,245,000",1565.0,1811.0,2058.0,2046.0,694.0,527.0,516.0,305.0,538.0,544.0
497,030200,케이티,전기 통신업,"261,111,808","1,564,498,835,000",13753.0,12615.0,11511.0,12536.0,2883.0,3124.0,1483.0,3831.0,3419.0,3359.0
500,030720,동원수산,어로 어업,"4,653,805","23,269,025,000",66,50,151,N/A,85.0,28.0,-10.0,33.0,8.0,N/A
501,030790,비케이탑스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,896,974","5,948,487,000",-78,-198,-140,N/A,-24.0,-53.0,-62.0,-1.0,-14.0,N/A
502,031430,신세계인터내셔날,"섬유, 의복, 신발 및 가죽제품 소매업","7,140,000","35,700,000,000",254.0,555.0,845.0,426.0,292.0,146.0,191.0,217.0,120.0,114.0
503,031440,신세계푸드,음식점업,"3,872,480","19,362,400,000",298.0,274.0,222.0,114.0,32.0,72.0,62.0,54.0,-40.0,10.0
504,031820,콤텍시스템,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","67,851,466","33,925,733,000",21.0,32,30,N/A,-34.0,15.0,37.0,12.0,-34.0,N/A
505,032350,롯데관광개발,여행사 및 기타 여행보조 서비스업,"69,275,662","34,637,831,000",51,30,-162.0,N/A,11.0,-85.0,-76.0,-76.0,-123.0,N/A
506,032560,황금에스티,1차 비철금속 제조업,"14,000,000","7,000,000,000",275.0,240.0,188.0,N/A,62.0,45.0,37.0,40.0,44.0,N/A
507,032640,LG유플러스,전기 통신업,"436,611,361","2,573,969,175,000",8263.0,7407.0,6862.0,8823.0,1486.0,1559.0,1871.0,2198.0,2397.0,2240.0
509,033180,필룩스,전자부품 제조업,"90,043,128","45,171,564,000",84.0,10,29,N/A,31.0,6.0,-69.0,26.0,-17.0,N/A
510,033240,자화전자,전자부품 제조업,"17,900,000","8,950,000,000",279.0,-77.0,-92,-124,-23.0,-93.0,78.0,-54.0,-123.0,-53.0
511,033250,체시스,자동차 신품 부품 제조업,"24,000,000","12,000,000,000",-25,-3,-15.0,N/A,-13.0,-2.0,-4.0,-,-2.0,N/A
512,033270,유나이티드,의약품 제조업,"16,244,822","8,122,411,000",317.0,378.0,345.0,N/A,71.0,82.0,109.0,93.0,94.0,N/A
513,033530,세종공업,자동차 신품 부품 제조업,"25,035,775","12,517,887,500",-67.0,2.0,132.0,N/A,25.0,29.0,107.0,-70.0,-57.0,N/A
515,033780,케이티앤지,담배 제조업,"137,292,497","954,959,485,000",14261.0,12551.0,13820.0,14214.0,3991.0,3825.0,2523.0,3150.0,3947.0,4016.0
516,033920,무학,알코올음료 제조업,"28,500,000","5,700,000,000",287.0,-100.0,-134,N/A,-19.0,-42.0,-40.0,-33.0,4.0,N/A
517,034020,두산중공업,일반 목적용 기계 제조업,"253,140,778","1,265,703,890,000",9134.0,10035.0,10769,N/A,3853.0,1389.0,2303.0,565.0,-503.0,N/A
518,034120,SBS,텔레비전 방송업,"18,252,582","91,262,910,000",187.0,51,126.0,209.0,-278.0,43.0,36.0,325.0,-62.0,-2.0
519,034220,LG디스플레이,전자부품 제조업,"357,815,700","1,789,078,500,000",24616.0,929,-13594,-8287,-3687.0,-4367.0,-4219.0,-3619.0,-5170.0,-374.0
520,034300,신세계건설,건물 건설업,"4,000,000","20,000,000,000",247.0,218.0,242.0,N/A,51.0,-20.0,145.0,66.0,48.0,N/A
522,034590,인천도시가스,연료용 가스 제조 및 배관공급업,"4,374,754","21,873,770,000",149.0,180.0,120.0,N/A,28.0,-40.0,80.0,48.0,2.0,N/A
524,034830,한국토지신탁,신탁업 및 집합투자업,"252,489,230","252,489,230,000",1711.0,1846.0,1193.0,1173.0,386.0,409.0,327.0,72.0,396.0,371.0
526,035150,백산,플라스틱제품 제조업,"24,200,000","14,000,000,000",237.0,215.0,320.0,N/A,102.0,29.0,152.0,38.0,116.0,N/A
527,035250,강원랜드,유원지 및 기타 오락관련 서비스업,"213,940,500","106,970,250,000",5309.0,4307.0,5012.0,-3256.0,1728.0,1392.0,641.0,-1868.0,-1038.0,-348.0
528,035420,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","164,263,395","16,481,339,500",11792.0,9425.0,7101.0,10245.0,1283.0,2021.0,1734.0,2215.0,2306.0,2738.0
529,035510,신세계I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","1,720,000","8,600,000,000",155.0,149.0,185.0,295.0,43.0,31.0,64.0,59.0,74.0,N/A
530,035720,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","88,013,995","44,056,997,500",1654.0,729.0,2068.0,4358.0,277.0,405.0,591.0,796.0,882.0,961.0
531,036420,제이콘텐트리,"영화, 비디오물, 방송프로그램 제작 및 배급업","16,385,071","81,925,355,000",333,347,354,-173,111.0,163.0,153.0,-72.0,-156.0,-72.0
532,036460,한국가스공사,연료용 가스 제조 및 배관공급업,"92,313,000","461,565,000,000",10352,12769.0,13345.0,11488.0,8695.0,2047.0,-1600.0,4203.0,9590.0,205.0
534,036570,엔씨소프트,소프트웨어 개발 및 공급업,"21,954,022","10,977,011,000",5850.0,6149.0,4790.0,9511.0,795.0,1294.0,1289.0,1412.0,2414.0,2390.0
535,036580,팜스코,"곡물가공품, 전분 및 전분제품 제조업","36,727,943","18,363,971,500",417.0,237.0,202.0,N/A,80.0,131.0,-54.0,122.0,157.0,N/A
536,037270,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","58,170,704","29,710,352,000",-60,17,12,N/A,-14.0,21.0,-4.0,9.0,-22.0,N/A
537,037560,LG헬로비전,텔레비전 방송업,"77,446,865","193,617,162,500",729.0,672.0,292.0,429.0,96.0,40.0,26.0,75.0,95.0,114.0
538,037710,광주신세계,종합 소매업,"1,600,000","8,000,000,000",526.0,501.0,551.0,N/A,112.0,127.0,174.0,100.0,131.0,N/A
539,039130,하나투어,여행사 및 기타 여행보조 서비스업,"13,939,185","6,969,592,500",411.0,249.0,59.0,-1239.0,132.0,36.0,-28.0,-81.0,-275.0,-353.0
541,039570,HDC아이콘트롤스,전기 및 통신 공사업,"16,460,000","8,230,000,000",148.0,147.0,130.0,100.0,24.0,35.0,49.0,40.0,47.0,20.0
542,041650,상신브레이크,자동차 신품 부품 제조업,"21,471,450","10,735,725,000",359.0,207.0,157.0,N/A,52.0,42.0,49.0,14.0,-19.0,N/A
543,042660,대우조선해양,선박 및 보트 건조업,"107,205,752","541,028,760,000",7330,10248,2928,4699,1948.0,-2563.0,1546.0,2790.0,734.0,576.0
544,042670,두산인프라코어,특수 목적용 기계 제조업,"209,352,765","1,046,763,825,000",6608,8481,8404,5956,2972.0,1546.0,1386.0,1810.0,1543.0,1268.0
545,042700,한미반도체,특수 목적용 기계 제조업,"51,501,501","12,716,420,500",517.0,568.0,137.0,587.0,-16.0,82.0,69.0,74.0,201.0,192.0
546,044380,주연테크,컴퓨터 및 주변장치 제조업,"54,612,089","10,922,417,800",-68,-15,-38,N/A,-8.0,-10.0,-4.0,-16.0,13.0,N/A
547,044450,KSS해운,해상 운송업,"23,185,880","11,592,940,000",451.0,471.0,529.0,524.0,118.0,136.0,117.0,158.0,122.0,124.0
549,047040,대우건설,건물 건설업,"415,622,638","2,078,113,190,000",4290,6287,3641,4421,1017.0,1190.0,448.0,1209.0,811.0,1099.0
550,047050,포스코인터내셔널,상품 중개업,"123,375,149","616,875,745,000",4013.0,4726.0,6053.0,5305.0,1800.0,1633.0,977.0,1458.0,1344.0,1244.0
551,047400,유니온머티리얼,"내화, 비내화 요업제품 제조업","42,000,000","21,000,000,000",17.0,5.0,36.0,N/A,6.0,26.0,11.0,-7.0,6.0,N/A
552,047810,한국항공우주,"항공기,우주선 및 부품 제조업","97,475,107","487,375,535,000",-2089,1464.0,2756.0,2213.0,1166.0,478.0,777.0,661.0,612.0,316.0
553,049770,동원F&B,기타 식품 제조업,"3,859,124","19,295,620,000",724.0,872.0,1014.0,1071.0,144.0,355.0,166.0,365.0,165.0,382.0
554,049800,우진플라임,특수 목적용 기계 제조업,"10,000,000","5,000,000,000",62,-118,-83,N/A,-46.0,-21.0,-14.0,-2.0,15.0,N/A
555,051600,한전KPS,전기 및 통신 공사업,"45,000,000","9,000,000,000",1641.0,1915.0,1939.0,1750.0,181.0,552.0,530.0,676.0,271.0,557.0
556,051630,진양화학,플라스틱제품 제조업,"12,000,000","6,000,000,000",-7,-6,-27.0,N/A,-6.0,-5.0,-10.0,-1.0,3.0,N/A
557,051900,LG생활건강,기타 화학제품 제조업,"15,618,197","88,589,470,000",9300.0,10393.0,11764.0,11888.0,3015.0,3118.0,2410.0,3337.0,3033.0,3079.0
558,051910,LG화학,기초 화학물질 제조업,"70,592,343","391,405,715,000",29285.0,22461.0,8956.0,19255.0,2754.0,2675.0,3803.0,-275.0,2365.0,4103.0
559,052690,한전기술,"건축기술, 엔지니어링 및 관련 기술 서비스업","38,220,000","7,644,000,000",329.0,215.0,441.0,232.0,88.0,68.0,-48.0,332.0,74.0,50.0
560,053210,케이티스카이라이프,텔레비전 방송업,"47,821,966","119,554,915,000",754.0,667.0,694.0,891.0,171.0,126.0,186.0,242.0,261.0,158.0
561,053690,한미글로벌,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,957,550","5,478,775,000",108.0,110.0,244.0,N/A,177.0,27.0,24.0,16.0,24.0,N/A
562,055490,테이팩스,플라스틱제품 제조업,"4,717,650","3,771,825,000",120,75,83,N/A,22.0,23.0,23.0,25.0,35.0,N/A
564,057050,현대홈쇼핑,무점포 소매업,"12,000,000","60,000,000,000",1253.0,1123.0,1297.0,1303.0,336.0,454.0,203.0,303.0,289.0,416.0
565,058430,포스코강판,1차 철강 제조업,"6,000,000","30,000,000,000",244.0,178.0,100.0,N/A,33.0,56.0,8.0,34.0,34.0,N/A
566,058650,세아홀딩스,1차 철강 제조업,"4,000,000","20,000,000,000",2746.0,1175.0,895.0,N/A,451.0,135.0,11.0,186.0,196.0,N/A
567,058730,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업","15,400,000","8,000,000,000",211.0,194.0,31,N/A,37.0,1.0,-32.0,-18.0,26.0,N/A
568,058850,KTcs,기타 정보 서비스업,"42,685,000","23,842,500,000",101.0,125.0,113.0,N/A,52.0,33.0,5.0,35.0,62.0,N/A
569,058860,KTis,기타 정보 서비스업,"34,802,000","17,401,000,000",111.0,90.0,138.0,N/A,57.0,27.0,28.0,30.0,65.0,N/A
571,063160,종근당바이오,의약품 제조업,"5,485,962","13,714,905,000",90.0,70.0,154.0,N/A,40.0,44.0,45.0,34.0,39.0,N/A
572,064350,현대로템,철도장비 제조업,"85,000,000","425,000,000,000",454,-1962,-2799,572,11.0,-383.0,-966.0,-1462.0,117.0,87.0
573,064960,S&T모티브,자동차 신품 부품 제조업,"14,623,136","73,115,680,000",967.0,582.0,892.0,821.0,227.0,272.0,255.0,188.0,131.0,224.0
574,066570,LG전자,통신 및 방송 장비 제조업,"163,647,814","904,169,030,000",24685.0,27033.0,24361.0,26588.0,6522.0,7815.0,1018.0,10904.0,4954.0,6690.0
575,067830,세이브존I&C,종합 소매업,"41,040,895","41,040,895,000",362.0,339.0,295.0,N/A,90.0,43.0,78.0,25.0,63.0,N/A
576,068270,셀트리온,기초 의약물질 및 생물학적 제제 제조업,"134,939,385","134,939,385,000",5078.0,3387.0,3781.0,6898.0,834.0,1031.0,1142.0,1202.0,1818.0,1903.0
577,068290,삼성출판사,"서적, 잡지 및 기타 인쇄물 출판업","10,000,000","5,000,000,000",110.0,33.0,48.0,N/A,-9.0,12.0,33.0,7.0,-18.0,N/A
578,068400,SK렌터카,운송장비 임대업,"35,765,140","17,882,570,000",380,218,415,70,129.0,170.0,24.0,192.0,139.0,N/A
579,069260,휴켐스,기타 화학제품 제조업,"40,878,588","40,878,588,000",1526.0,1392.0,1064.0,946.0,274.0,360.0,142.0,311.0,169.0,147.0
580,069460,대호에이엘,1차 비철금속 제조업,"27,134,839","13,567,419,500",17,22,-9,N/A,-4.0,9.0,1.0,-16.0,1.0,N/A
581,069620,대웅제약,의약품 제조업,"11,586,575","28,966,437,500",390.0,276.0,447.0,480.0,227.0,62.0,31.0,56.0,-32.0,N/A
582,069640,한세엠케이,"섬유, 의복, 신발 및 가죽제품 소매업","12,909,322","6,454,661,000",95.0,24.0,-239,-177,11.0,-21.0,-187.0,-48.0,-31.0,-21.0
583,069730,DSR제강,1차 철강 제조업,"14,400,000","7,200,000,000",25.0,62.0,52.0,N/A,19.0,9.0,9.0,18.0,15.0,N/A
584,069960,현대백화점,종합 소매업,"23,402,441","117,012,205,000",3937.0,3567.0,2922.0,1861.0,751.0,507.0,609.0,1056.0,149.0,259.0
585,070960,용평리조트,일반 및 생활 숙박시설 운영업,"48,133,333","240,666,665,000",335.0,246.0,-41,N/A,-85.0,27.0,2.0,-8.0,-59.0,N/A
587,071090,하이스틸,1차 철강 제조업,"1,999,944","9,999,720,000",110.0,-52,11,N/A,43.0,-10.0,-12.0,-3.0,-15.0,N/A
588,071320,지역난방공사,"증기, 냉·온수 및 공기조절 공급업","11,578,744","57,893,720,000",1198.0,145,422,1215.0,800.0,-398.0,-329.0,349.0,1230.0,-258.0
589,071840,롯데하이마트,가전제품 및 정보통신장비 소매업,"23,607,712","118,038,560,000",2075.0,1865.0,1099.0,1414.0,458.0,334.0,63.0,195.0,693.0,411.0
590,071950,코아스,가구 제조업,"30,907,210","15,453,605,000",7,12,31,N/A,8.0,5.0,8.0,6.0,-7.0,N/A
591,071970,STX중공업,일반 목적용 기계 제조업,"28,365,976","70,914,940,000",4,-146,-107,N/A,-12.0,-9.0,-7.0,-78.0,-33.0,N/A
592,072130,유엔젤,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","13,195,454","6,597,727,000",-10,30,-23,N/A,-2.0,-,9.0,-10.0,-5.0,N/A
594,073240,금호타이어,고무제품 제조업,"287,260,287","1,436,301,435,000",-1642,-982,574,-550.0,-148.0,240.0,159.0,323.0,-184.0,-290.0
595,074610,이엔플러스,일반 목적용 기계 제조업,"39,324,219","19,662,109,500",-5,-113,-154.0,N/A,-39.0,-26.0,-45.0,-17.0,6.0,N/A
596,075180,새론오토모티브,자동차 신품 부품 제조업,"19,200,000","9,600,000,000",167.0,95.0,-38.0,N/A,-24.0,-10.0,13.0,-17.0,-43.0,N/A
597,075580,세진중공업,선박 및 보트 건조업,"38,372,720","21,986,360,000",71.0,84.0,94.0,90.0,30.0,48.0,23.0,-8.0,-1.0,20.0
598,077500,유니퀘스트,기계장비 및 관련 물품 도매업,"27,280,975","13,640,487,500",88.0,72.0,69.0,106.0,37.0,16.0,-10.0,17.0,22.0,36.0
599,077970,STX엔진,일반 목적용 기계 제조업,"23,008,904","57,522,260,000",100,313,300,N/A,188.0,25.0,3.0,33.0,50.0,N/A
600,078000,텔코웨어,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,702,706","5,026,353,000",52.0,60.0,34.0,N/A,2.0,19.0,27.0,-24.0,-1.0,N/A
601,078520,에이블씨엔씨,기타 화학제품 제조업,"27,033,459","13,516,729,500",112,-190,18,N/A,-23.0,24.0,-80.0,97.0,-122.0,N/A
603,079160,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","35,100,000","17,550,000,000",862.0,777.0,1220,-2189.0,235.0,310.0,440.0,-716.0,-1305.0,-372.0
604,079430,현대리바트,가구 제조업,"20,535,282","20,535,282,000",507.0,481.0,239.0,493.0,99.0,60.0,69.0,11.0,148.0,130.0
605,079550,LIG넥스원,무기 및 총포탄 제조업,"22,000,000","110,000,000,000",43.0,243.0,181.0,578.0,76.0,148.0,-112.0,268.0,78.0,199.0
606,079980,휴비스,화학섬유 제조업,"34,500,000","172,500,000,000",266.0,344.0,49.0,498.0,2.0,37.0,-20.0,62.0,152.0,163.0
607,081000,일진다이아,기타 화학제품 제조업,"14,202,975","14,202,975,000",147.0,152.0,132.0,N/A,76.0,24.0,4.0,31.0,17.0,N/A
608,081660,휠라홀딩스,생활용품 도매업,"60,752,222","61,674,420,000",2175.0,3571.0,4707.0,2986.0,1449.0,1249.0,851.0,671.0,503.0,877.0
610,082740,HSD엔진,일반 목적용 기계 제조업,"32,947,142","32,947,142,000",135,-353,-218,308,-138.0,-48.0,6.0,-38.0,102.0,86.0
611,083420,그린케미칼,기타 화학제품 제조업,"24,000,000","12,000,000,000",35.0,34.0,78.0,N/A,-11.0,32.0,38.0,37.0,44.0,N/A
612,084010,대한제강,1차 철강 제조업,"24,646,734","24,646,734,000",471.0,46.0,420.0,600.0,156.0,60.0,87.0,94.0,221.0,90.0
613,084670,동양고속,육상 여객 운송업,"2,895,569","16,959,295,000",59.0,45.0,100.0,N/A,27.0,35.0,33.0,4.0,-59.0,N/A
614,084680,이월드,유원지 및 기타 오락관련 서비스업,"103,139,897","103,139,897,000",67,46,174.0,N/A,46.0,2.0,59.0,-27.0,-49.0,N/A
616,084870,티비에이치글로벌,봉제의복 제조업,"20,856,819","10,428,409,500",204,-12,44,N/A,25.0,-22.0,51.0,-66.0,20.0,N/A
617,085310,엔케이,"구조용 금속제품, 탱크 및 증기발생기 제조업","79,983,352","39,991,676,000",-97,-232,-65,N/A,-13.0,-33.0,-13.0,-1.0,-4.0,N/A
619,086280,현대글로비스,기타 운송관련 서비스업,"37,500,000","18,750,000,000",7271.0,7101.0,8765.0,6902.0,2022.0,2606.0,2285.0,1949.0,1306.0,1619.0
623,088790,진도,기타 전문 도매업,"12,447,744","6,223,872,000",115.0,73.0,-29.0,N/A,-17.0,-3.0,1.0,1.0,-14.0,N/A
625,089470,HDC현대EP,기타 화학제품 제조업,"31,900,000","17,200,000,000",415.0,144.0,341.0,378.0,119.0,95.0,34.0,82.0,93.0,104.0
626,089590,제주항공,항공 여객 운송업,"26,356,758","131,783,790,000",1013.0,1012.0,-329,-2798,-274.0,-174.0,-451.0,-657.0,-854.0,-610.0
627,090080,평화산업,자동차 신품 부품 제조업,"54,902,259","27,451,129,500",-89,-160,-23,N/A,-27.0,-25.0,-30.0,59.0,-13.0,N/A
628,090350,노루페인트,기타 화학제품 제조업,"20,000,000","10,231,563,000",278.0,227.0,292.0,N/A,38.0,144.0,115.0,-6.0,52.0,N/A
