CODE,NAME,SECT.,STOCK NO.,CAPT.
35420,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","164,263,395","16,481,339,500"
35510,신세계I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","1,720,000","8,600,000,000"
35720,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","88,013,995","44,056,997,500"
36420,제이콘텐트리,"영화, 비디오물, 방송프로그램 제작 및 배급업","16,385,071","81,925,355,000"
36460,한국가스공사,연료용 가스 제조 및 배관공급업,"92,313,000","461,565,000,000"
36570,엔씨소프트,소프트웨어 개발 및 공급업,"21,954,022","10,977,011,000"
36580,팜스코,"곡물가공품, 전분 및 전분제품 제조업","36,727,943","18,363,971,500"
37270,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","58,170,704","29,710,352,000"
37560,LG헬로비전,텔레비전 방송업,"77,446,865","193,617,162,500"
37710,광주신세계,종합 소매업,"1,600,000","8,000,000,000"
39130,하나투어,여행사 및 기타 여행보조 서비스업,"13,939,185","6,969,592,500"
39490,키움증권,금융 지원 서비스업,"22,099,740","110,498,700,000"
39570,HDC아이콘트롤스,전기 및 통신 공사업,"16,460,000","8,230,000,000"
41650,상신브레이크,자동차 신품 부품 제조업,"21,471,450","10,735,725,000"
42660,대우조선해양,선박 및 보트 건조업,"107,205,752","541,028,760,000"
42670,두산인프라코어,특수 목적용 기계 제조업,"209,352,765","1,046,763,825,000"
42700,한미반도체,특수 목적용 기계 제조업,"51,501,501","12,716,420,500"
44380,주연테크,컴퓨터 및 주변장치 제조업,"54,612,089","10,922,417,800"
44450,KSS해운,해상 운송업,"23,185,880","11,592,940,000"
47040,대우건설,건물 건설업,"415,622,638","2,078,113,190,000"
47050,포스코인터내셔널,상품 중개업,"123,375,149","616,875,745,000"
47400,유니온머티리얼,"내화, 비내화 요업제품 제조업","42,000,000","21,000,000,000"
47810,한국항공우주,"항공기,우주선 및 부품 제조업","97,475,107","487,375,535,000"
49770,동원F&B,기타 식품 제조업,"3,859,124","19,295,620,000"
49800,우진플라임,특수 목적용 기계 제조업,"10,000,000","5,000,000,000"
51600,한전KPS,전기 및 통신 공사업,"45,000,000","9,000,000,000"
51630,진양화학,플라스틱제품 제조업,"12,000,000","6,000,000,000"
51900,LG생활건강,기타 화학제품 제조업,"15,618,197","88,589,470,000"
51910,LG화학,기초 화학물질 제조업,"70,592,343","391,405,715,000"
52690,한전기술,"건축기술, 엔지니어링 및 관련 기술 서비스업","38,220,000","7,644,000,000"
53210,케이티스카이라이프,텔레비전 방송업,"47,821,966","119,554,915,000"
53690,한미글로벌,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,957,550","5,478,775,000"
55490,테이팩스,플라스틱제품 제조업,"4,717,650","3,771,825,000"
57050,현대홈쇼핑,무점포 소매업,"12,000,000","60,000,000,000"
58430,포스코강판,1차 철강 제조업,"6,000,000","30,000,000,000"
58650,세아홀딩스,1차 철강 제조업,"4,000,000","20,000,000,000"
58730,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업","15,400,000","8,000,000,000"
58850,KTcs,기타 정보 서비스업,"42,685,000","23,842,500,000"
58860,KTis,기타 정보 서비스업,"34,802,000","17,401,000,000"
63160,종근당바이오,의약품 제조업,"5,485,962","13,714,905,000"
64350,현대로템,철도장비 제조업,"85,000,000","425,000,000,000"
64960,S&T모티브,자동차 신품 부품 제조업,"14,623,136","73,115,680,000"
66570,LG전자,통신 및 방송 장비 제조업,"163,647,814","904,169,030,000"
67830,세이브존I&C,종합 소매업,"41,040,895","41,040,895,000"
68270,셀트리온,기초 의약물질 및 생물학적 제제 제조업,"134,939,385","134,939,385,000"
68290,삼성출판사,"서적, 잡지 및 기타 인쇄물 출판업","10,000,000","5,000,000,000"
68400,SK렌터카,운송장비 임대업,"35,765,140","17,882,570,000"
69260,휴켐스,기타 화학제품 제조업,"40,878,588","40,878,588,000"
69460,대호에이엘,1차 비철금속 제조업,"27,134,839","13,567,419,500"
69620,대웅제약,의약품 제조업,"11,586,575","28,966,437,500"
69640,한세엠케이,"섬유, 의복, 신발 및 가죽제품 소매업","12,909,322","6,454,661,000"
69730,DSR제강,1차 철강 제조업,"14,400,000","7,200,000,000"
69960,현대백화점,종합 소매업,"23,402,441","117,012,205,000"
70960,용평리조트,일반 및 생활 숙박시설 운영업,"48,133,333","240,666,665,000"
71090,하이스틸,1차 철강 제조업,"1,999,944","9,999,720,000"
71320,지역난방공사,"증기, 냉·온수 및 공기조절 공급업","11,578,744","57,893,720,000"
71840,롯데하이마트,가전제품 및 정보통신장비 소매업,"23,607,712","118,038,560,000"
71950,코아스,가구 제조업,"30,907,210","15,453,605,000"
71970,STX중공업,일반 목적용 기계 제조업,"28,365,976","70,914,940,000"
72130,유엔젤,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","13,195,454","6,597,727,000"
73240,금호타이어,고무제품 제조업,"287,260,287","1,436,301,435,000"
74610,이엔플러스,일반 목적용 기계 제조업,"39,324,219","19,662,109,500"
75180,새론오토모티브,자동차 신품 부품 제조업,"19,200,000","9,600,000,000"
75580,세진중공업,선박 및 보트 건조업,"38,372,720","21,986,360,000"
77500,유니퀘스트,기계장비 및 관련 물품 도매업,"27,280,975","13,640,487,500"
77970,STX엔진,일반 목적용 기계 제조업,"23,008,904","57,522,260,000"
78000,텔코웨어,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,702,706","5,026,353,000"
78520,에이블씨엔씨,기타 화학제품 제조업,"27,033,459","13,516,729,500"
79160,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","35,100,000","17,550,000,000"
79430,현대리바트,가구 제조업,"20,535,282","20,535,282,000"
79550,LIG넥스원,무기 및 총포탄 제조업,"22,000,000","110,000,000,000"
79980,휴비스,화학섬유 제조업,"34,500,000","172,500,000,000"
81000,일진다이아,기타 화학제품 제조업,"14,202,975","14,202,975,000"
81660,휠라홀딩스,생활용품 도매업,"60,752,222","61,674,420,000"
82740,HSD엔진,일반 목적용 기계 제조업,"32,947,142","32,947,142,000"
83420,그린케미칼,기타 화학제품 제조업,"24,000,000","12,000,000,000"
84010,대한제강,1차 철강 제조업,"24,646,734","24,646,734,000"
84670,동양고속,육상 여객 운송업,"2,895,569","16,959,295,000"
84680,이월드,유원지 및 기타 오락관련 서비스업,"103,139,897","103,139,897,000"
84870,티비에이치글로벌,봉제의복 제조업,"20,856,819","10,428,409,500"
85310,엔케이,"구조용 금속제품, 탱크 및 증기발생기 제조업","79,983,352","39,991,676,000"
86280,현대글로비스,기타 운송관련 서비스업,"37,500,000","18,750,000,000"
88790,진도,기타 전문 도매업,"12,447,744","6,223,872,000"
88980,맥쿼리인프라,신탁업 및 집합투자업,"349,044,336","1,815,614,802,841"
89470,HDC현대EP,기타 화학제품 제조업,"31,900,000","17,200,000,000"
89590,제주항공,항공 여객 운송업,"26,356,758","131,783,790,000"
90080,평화산업,자동차 신품 부품 제조업,"54,902,259","27,451,129,500"
90350,노루페인트,기타 화학제품 제조업,"20,000,000","10,231,563,000"
90370,메타랩스,봉제의복 제조업,"63,689,937","31,844,968,500"
90430,아모레퍼시픽,기타 화학제품 제조업,"58,458,490","34,508,160,000"
91090,세원셀론텍,"구조용 금속제품, 탱크 및 증기발생기 제조업","61,908,841","30,954,420,500"
91810,티웨이항공,항공 여객 운송업,"46,974,812","23,487,406,000"
92200,디아이씨,자동차 신품 부품 제조업,"38,888,569","19,444,284,500"
92220,KEC,반도체 제조업,"116,706,940","58,353,470,000"
92230,KPX홀딩스,기초 화학물질 제조업,"4,224,646","21,123,230,000"
92440,기신정기,특수 목적용 기계 제조업,"29,200,000","14,600,000,000"
92780,동양피스톤,자동차용 엔진 및 자동차 제조업,"13,168,460","6,584,230,000"
93050,LF,봉제의복 제조업,"29,240,000","146,200,000,000"
93230,이아이디,기타 전문 도매업,"553,342,542","110,668,508,400"
93240,형지엘리트,봉제의복 제조업,"31,154,798","15,577,399,000"
93370,후성,기초 화학물질 제조업,"92,606,819","46,303,409,500"
94280,효성 ITX,기타 사업지원 서비스업,"11,558,200","5,779,100,000"
94800,맵스리얼티1,신탁업 및 집합투자업,"92,834,331","464,171,655,000"
95570,AJ네트웍스,산업용 기계 및 장비 임대업,"46,822,295","46,822,295,000"
95720,웅진씽크빅,초등 교육기관,"117,401,592","58,700,796,000"
96300,베트남개발1,신탁업 및 집합투자업,"137,680,211","57,825,688,620"
96770,SK이노베이션,석유 정제품 제조업,"92,465,564","468,569,950,000"
97230,한진중공업,토목 건설업,"83,274,281","416,371,405,000"
97950,CJ제일제당,기타 식품 제조업,"15,054,186","81,908,095,000"
100220,비상교육,"서적, 잡지 및 기타 인쇄물 출판업","12,996,741","6,498,370,500"
100250,진양홀딩스,플라스틱제품 제조업,"55,895,292","27,947,646,000"
100840,S&TC,일반 목적용 기계 제조업,"7,506,711","3,753,355,500"
101060,SBS미디어홀딩스,텔레비전 방송업,"139,896,190","69,948,095,000"
101140,비티원,생활용품 도매업,"41,244,464","20,622,232,000"
101530,해태제과식품,기타 식품 제조업,"29,116,822","14,558,411,000"
102260,동성코퍼레이션,회사 본부 및 경영 컨설팅 서비스업,"43,993,012","43,993,012,000"
102280,쌍방울,봉제의복 제조업,"139,359,627","69,679,813,500"
102460,이연제약,의약품 제조업,"16,770,000","8,385,000,000"
103140,풍산,1차 비철금속 제조업,"28,024,278","140,121,390,000"
103590,일진전기,절연선 및 케이블 제조업,"37,080,390","37,080,390,000"
104700,한국철강,1차 철강 제조업,"46,050,000","46,050,000,000"
105630,한세실업,봉제의복 제조업,"40,000,000","20,000,000,000"
105840,우진,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","20,202,234","10,101,117,000"
108670,LG하우시스,플라스틱제품 제조업,"8,967,670","50,000,000,000"
109070,컨버즈,"골판지, 종이 상자 및 종이용기 제조업","3,590,507","1,795,253,500"
111110,호전실업,봉제의복 제조업,"8,000,000","4,657,880,000"
111770,영원무역,상품 종합 도매업,"44,311,468","22,155,734,000"
112610,씨에스윈드,"구조용 금속제품, 탱크 및 증기발생기 제조업","17,285,715","8,642,857,500"
114090,GKL,유원지 및 기타 오락관련 서비스업,"61,855,670","30,927,835,000"
115390,락앤락,플라스틱제품 제조업,"54,186,600","27,500,000,000"
117580,대성에너지,연료용 가스 제조 및 배관공급업,"27,500,000","27,500,000,000"
118000,우리들휴브레인,기계장비 및 관련 물품 도매업,"41,993,250","20,996,625,000"
119650,KC코트렐,일반 목적용 기계 제조업,"13,000,000","6,500,000,000"
120030,조선선재,기타 금속 가공제품 제조업,"1,257,651","628,825,500"
120110,코오롱인더,화학섬유 제조업,"26,978,840","148,733,500,000"
122900,아이마켓코리아,상품 종합 도매업,"35,393,340","18,166,670,000"
123690,한국화장품,생활용품 도매업,"16,068,000","8,034,000,000"
123700,에스제이엠,자동차 신품 부품 제조업,"15,604,898","7,802,449,000"
123890,한국자산신탁,신탁업 및 집합투자업,"123,977,752","61,988,876,000"
126560,현대에이치씨엔,텔레비전 방송업,"112,876,596","56,438,298,000"
128820,대성산업,연료 소매업,"45,235,478","226,177,390,000"
128940,한미약품,의약품 제조업,"11,843,029","29,607,572,500"
129260,인터지스,도로 화물 운송업,"29,747,874","14,873,937,000"
130660,한전산업,"건축기술, 엔지니어링 및 관련 기술 서비스업","32,600,000","16,300,000,000"
133820,화인베스틸,1차 철강 제조업,"29,550,000","16,050,000,000"
134380,미원화학,기타 화학제품 제조업,"2,199,268","2,404,080,000"
134790,시디즈,가구 제조업,"2,000,000","1,000,000,000"
136490,선진,동물용 사료 및 조제식품 제조업,"23,779,604","11,889,802,000"
138250,엔에스쇼핑,무점포 소매업,"33,696,000","16,848,000,000"
138490,코오롱플라스틱,합성고무 및 플라스틱 물질 제조업,"38,000,000","38,000,000,000"
139480,이마트,종합 소매업,"27,875,819","139,379,095,000"
143210,핸즈코퍼레이션,자동차 신품 부품 제조업,"21,863,268","10,931,634,000"
144620,코오롱머티리얼,화학섬유 제조업,"68,658,635","68,658,635,000"
145210,세화아이엠씨,특수 목적용 기계 제조업,"81,094,734","40,547,367,000"
145720,덴티움,의료용 기기 제조업,"11,068,830","6,184,415,000"
145990,삼양사,기타 식품 제조업,"10,313,449","53,417,595,000"
152330,코리아오토글라스,유리 및 유리제품 제조업,"20,000,000","100,000,000,000"
152550,한국ANKOR유전,신탁업 및 집합투자업,"70,020,000","350,100,000,000"
153360,하이골드3호,운송장비 임대업,"16,149,790","80,748,950,000"
155660,DSR,1차 비철금속 제조업,"16,000,000","8,000,000,000"
155900,바다로19호,운송장비 임대업,"15,200,004","76,000,020,000"
161000,애경유화,기초 화학물질 제조업,"32,040,000","16,020,000,000"
161390,한국타이어앤테크놀로지,고무제품 제조업,"123,875,069","61,937,534,500"
161890,한국콜마,기타 화학제품 제조업,"22,881,180","11,440,590,000"
163560,동일고무벨트,고무제품 제조업,"13,650,000","6,825,000,000"
168490,한국패러랠,신탁업 및 집합투자업,"80,020,000","400,100,000,000"
170900,동아에스티,의약품 제조업,"8,443,868","42,219,340,000"
172580,하이골드12호,운송장비 임대업,"13,044,500","65,222,500,000"
180640,한진칼,항공 여객 운송업,"59,170,458","149,268,060,000"
181710,엔에이치엔,소프트웨어 개발 및 공급업,"19,565,025","9,782,512,500"
183190,아세아시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","3,895,809","19,479,045,000"
185750,종근당,의약품 제조업,"10,885,685","27,214,212,500"
192080,더블유게임즈,소프트웨어 개발 및 공급업,"18,374,502","9,187,251,000"
192650,드림텍,전자부품 제조업,"62,075,008","6,280,956,600"
192820,코스맥스,기타 화학제품 제조업,"10,049,509","5,024,754,500"
194370,제이에스코퍼레이션,"가죽, 가방 및 유사제품 제조업","13,335,601","1,333,560,100"
195870,해성디에스,전자부품 제조업,"17,000,000","85,000,000,000"
200880,서연이화,자동차 신품 부품 제조업,"27,028,437","13,514,218,500"
204320,만도,자동차 신품 부품 제조업,"46,957,120","46,957,120,000"
207940,삼성바이오로직스,기초 의약물질 및 생물학적 제제 제조업,"66,165,000","165,412,500,000"
210540,디와이파워,특수 목적용 기계 제조업,"11,041,708","5,520,854,000"
213500,한솔제지,"펄프, 종이 및 판지 제조업","23,800,576","119,002,880,000"
214320,이노션,광고업,"20,000,000","10,000,000,000"
214330,금호에이치티,자동차 신품 부품 제조업,"28,877,149","14,438,574,500"
214390,경보제약,기초 의약물질 및 생물학적 제제 제조업,"23,906,860","11,953,430,000"
214420,토니모리,기타 화학제품 제조업,"17,640,000","3,528,000,000"
226320,잇츠한불,기타 화학제품 제조업,"21,929,315","10,964,657,500"
227840,현대코퍼레이션홀딩스,음·식료품 및 담배 도매업,"9,100,836","45,504,180,000"
234080,JW생명과학,의약품 제조업,"15,834,554","39,586,385,000"
241560,두산밥캣,특수 목적용 기계 제조업,"100,249,166","50,124,583,000"
241590,화승엔터프라이즈,신발 및 신발 부분품 제조업,"60,536,670","30,268,335,000"
248170,샘표식품,기타 식품 제조업,"4,568,286","2,284,143,000"
249420,일동제약,의약품 제조업,"23,803,285","23,803,285,000"
251270,넷마블,소프트웨어 개발 및 공급업,"85,800,897","8,580,089,700"
264900,크라운제과,기타 식품 제조업,"12,523,850","2,659,482,000"
267250,현대중공업지주,석유 정제품 제조업,"15,798,617","81,433,085,000"
267260,현대일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","36,047,135","180,235,675,000"
267270,현대건설기계,일반 목적용 기계 제조업,"19,700,793","98,503,965,000"
267290,경동도시가스,연료용 가스 제조 및 배관공급업,"5,895,406","14,738,515,000"
267850,아시아나IDT,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,100,000","5,550,000,000"
268280,미원에스씨,기초 화학물질 제조업,"5,100,000","2,633,945,500"
271560,오리온,기타 식품 제조업,"39,536,132","19,768,066,000"
271980,제일약품,의약품 제조업,"14,704,872","7,352,436,000"
272210,한화시스템,전자부품 제조업,"110,230,389","551,151,945,000"
272450,진에어,항공 여객 운송업,"30,000,000","30,000,000,000"
272550,삼양패키징,플라스틱제품 제조업,"14,209,804","71,049,020,000"
280360,롯데제과,기타 식품 제조업,"6,416,717","3,208,358,500"
281820,케이씨텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,839,340","9,919,670,000"
282330,BGF리테일,종합 소매업,"17,283,906","17,283,906,000"
282690,동아타이어,고무제품 제조업,"13,733,015","6,866,507,500"
284740,쿠쿠홈시스,개인 및 가정용품 임대업,"22,437,330","2,243,733,000"
285130,SK케미칼,합성고무 및 플라스틱 물질 제조업,"11,741,396","66,000,330,000"
286940,롯데정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,396,331","76,981,655,000"
293480,하나제약,의약품 제조업,"16,200,000","8,100,000,000"
294870,HDC현대산업개발,건물 건설업,"65,907,330","329,536,650,000"
298000,효성화학,기초 화학물질 제조업,"3,190,126","15,950,630,000"
298020,효성티앤씨,화학섬유 제조업,"4,327,682","21,638,410,000"
298040,효성중공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","9,324,548","46,622,740,000"
298050,효성첨단소재,화학섬유 제조업,"4,479,948","22,399,740,000"
298690,에어부산,항공 여객 운송업,"52,070,000","52,070,000,000"
300720,한일시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","4,144,970","20,724,850,000"
306200,세아제강,1차 철강 제조업,"2,836,300","14,181,500,000"
307950,현대오토에버,소프트웨어 개발 및 공급업,"21,000,000","10,500,000,000"
308170,센트랄모텍,자동차 신품 부품 제조업,"8,610,000","4,305,000,000"
322000,현대에너지솔루션,반도체 제조업,"11,200,000","56,000,000,000"
326030,에스케이바이오팜,자연과학 및 공학 연구개발업,"78,313,250","39,156,625,000"
336260,두산퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","55,493,726","7,184,422,600"
336370,두산솔루스,전자부품 제조업,"30,589,758","3,960,220,800"
344820,케이씨씨글라스,유리 및 유리제품 제조업,"8,350,210","8,350,210,000"
353200,대덕전자,전자부품 제조업,"49,416,925","25,756,222,000"
900140,엘브이엠씨,자동차 판매업,"51,120,439","12,780,110"
