,NAME,CODE,PRICE,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
0,CJ프레시웨이,051500,15800.0,N/A,-1039.0,-18.0,-893.0,1.05,15026.0,1.58
0,KB오토시스,024120,6500.0,8.17,796.0,N/A,N/A,0.73,8920.0,3.54
0,갤럭시아컴즈,094480,4995.0,21.81,229.0,N/A,N/A,2.08,2404.0,1.1
0,나노브릭,286750,19350.0,N/A,-183.0,N/A,N/A,6.38,3032.0,N/A
0,대유에이피,290120,6150.0,8.64,712.0,N/A,N/A,1.48,4151.0,3.25
0,디지틀조선,033130,3560.0,37.47,95.0,N/A,N/A,1.73,2055.0,0.84
0,메디톡스,086900,182100.0,163.32,1115.0,N/A,N/A,4.14,43957.0,0.43
0,바이넥스,053030,22350.0,81.27,275.0,N/A,N/A,4.3,5196.0,N/A
0,세종메디칼,258830,13400.0,28.63,468.0,N/A,N/A,1.92,6978.0,0.75
0,쌍용정보통신,010280,1240.0,1240.0,1.0,N/A,N/A,1.16,1071.0,N/A
0,아이원스,114810,8210.0,N/A,-239.0,N/A,N/A,0.85,9630.0,N/A
0,에스코넥,096630,1740.0,N/A,-251.0,N/A,N/A,1.18,1475.0,N/A
0,엠게임,058630,6190.0,14.1,439.0,N/A,N/A,2.85,2174.0,N/A
0,우리바이오,082850,1180.0,14.05,84.0,N/A,N/A,0.53,2215.0,N/A
0,유니테크노,241690,10900.0,22.61,482.0,N/A,N/A,1.88,5785.0,N/A
0,이엠넷,123570,4340.0,13.87,313.0,N/A,N/A,1.63,2659.0,0.69
0,제우스,079370,14500.0,32.22,450.0,N/A,N/A,0.68,21436.0,1.38
0,지엔씨에너지,119850,6580.0,24.01,274.0,N/A,N/A,1.3,5072.0,0.76
0,코스온,069110,4690.0,N/A,-448.0,N/A,N/A,1.02,4609.0,N/A
0,티앤알바이오팹,246710,14650.0,N/A,-741.0,N/A,N/A,5.26,2787.0,N/A
0,피델릭스,032580,1410.0,N/A,-55.0,N/A,N/A,1.02,1376.0,N/A
0,한일화학,007770,9810.0,23.81,412.0,N/A,N/A,0.37,26580.0,1.53
0,CS,065770,2535.0,N/A,-20.0,N/A,N/A,2.23,1135.0,N/A
0,SCI평가정보,036120,5370.0,31.4,171.0,N/A,N/A,8.85,607.0,1.28
0,나노엔텍,039860,11500.0,42.28,272.0,N/A,N/A,7.22,1593.0,N/A
0,뉴파워프라즈마,144960,6010.0,25.68,234.0,N/A,N/A,1.73,3468.0,N/A
0,디알텍,214680,1670.0,52.19,32.0,N/A,N/A,2.13,783.0,N/A
0,머큐리,100590,10450.0,497.62,21.0,N/A,N/A,2.2,4760.0,N/A
0,미래에셋벤처투자,100790,3965.0,21.67,183.0,N/A,N/A,1.25,3174.0,3.11
0,삼강엠앤티,100090,10200.0,N/A,-314.0,N/A,N/A,2.03,5013.0,N/A
0,삼화네트웍스,046390,1410.0,33.57,42.0,N/A,N/A,1.59,886.0,N/A
0,세명전기,017510,3960.0,28.29,140.0,N/A,N/A,0.87,4554.0,2.02
0,신라젠,215600,12100.0,N/A,-1526.0,N/A,N/A,17.41,695.0,N/A
0,아이에이,038880,443.0,443.0,1.0,N/A,N/A,1.77,250.0,N/A
0,에스제이케이,080440,498.0,N/A,-936.0,N/A,N/A,0.6,831.0,N/A
0,엑스큐어,070300,5480.0,N/A,-17.0,N/A,N/A,1.74,3156.0,N/A
0,오션브릿지,241790,17400.0,16.63,1046.0,N/A,N/A,2.67,6516.0,1.55
0,유안타제6호스팩,340360,1995.0,N/A,-29.0,N/A,N/A,1.03,1941.0,N/A
0,이엠앤아이,083470,1585.0,0.37,4262.0,N/A,N/A,6.86,231.0,N/A
0,잉크테크,049550,3210.0,N/A,-191.0,N/A,N/A,1.43,2237.0,N/A
0,지니뮤직,043610,3585.0,31.45,114.0,N/A,N/A,1.34,2674.0,N/A
0,케이엔더블유,105330,7000.0,N/A,-993.0,N/A,N/A,1.43,4888.0,N/A
0,코위버,056360,9690.0,4.71,2057.0,N/A,N/A,0.78,12435.0,2.06
0,테스나,131970,88700.0,30.06,2951.0,N/A,N/A,4.25,20887.0,0.22
0,펌텍코리아,251970,15550.0,8.85,1758.0,N/A,N/A,1.15,13520.0,2.12
0,한국아트라스비엑스,023890,45450.0,8.5,5345.0,N/A,N/A,0.46,99656.0,0.88
0,한탑,002680,1825.0,N/A,-529.0,N/A,N/A,1.16,1579.0,N/A
0,JTC,950170,4040.0,N/A,-868.0,N/A,N/A,0.61,6665.0,0.87
0,SGA솔루션즈,184230,841.0,N/A,-686.0,N/A,N/A,1.89,445.0,N/A
0,노터스,278650,26900.0,45.06,597.0,N/A,N/A,4.56,5898.0,N/A
0,덕신하우징,090410,1400.0,56.0,25.0,N/A,N/A,0.75,1855.0,N/A
0,디지털대성,068930,6120.0,9.95,615.0,N/A,N/A,1.53,4012.0,4.9
0,마크로밀엠브레인,169330,9070.0,N/A,N/A,N/A,N/A,N/A,N/A,1.54
0,비디아이,148140,5830.0,N/A,-39.0,N/A,N/A,2.31,2524.0,N/A
0,세운메디칼,100700,4030.0,18.32,220.0,N/A,N/A,1.8,2241.0,1.24
0,스맥,099440,1845.0,N/A,-504.0,N/A,N/A,0.48,3825.0,N/A
0,쎄미시스코,136510,8960.0,N/A,-991.0,N/A,N/A,1.93,4637.0,N/A
0,아프리카TV,067160,63200.0,22.68,2787.0,21.0,2968.0,5.93,10654.0,0.87
0,에스퓨얼셀,288620,42900.0,150.0,286.0,N/A,N/A,7.3,5878.0,0.12
0,엑셈,205100,3900.0,17.57,222.0,N/A,N/A,1.9,2049.0,N/A
0,오스테오닉,226400,3405.0,39.59,86.0,N/A,N/A,1.49,2278.0,N/A
0,유비벨록스,089850,8490.0,9.42,901.0,N/A,N/A,0.74,11409.0,N/A
0,이미지스,115610,2985.0,N/A,-1064.0,N/A,N/A,2.04,1464.0,N/A
0,지티지웰니스,219750,5030.0,N/A,-667.0,N/A,N/A,4.95,1017.0,N/A
0,코나아이,052400,13050.0,N/A,-458.0,N/A,N/A,2.23,5848.0,N/A
0,탑엔지니어링,065130,10000.0,10.4,962.0,N/A,N/A,0.77,13019.0,1.0
0,파워넷,037030,4570.0,10.43,438.0,N/A,N/A,1.03,4458.0,N/A
0,한국제7호스팩,291210,2070.0,172.5,12.0,N/A,N/A,1.12,1846.0,N/A
0,NHN벅스,104200,4670.0,19.06,245.0,N/A,N/A,0.89,5249.0,N/A
0,경남스틸,039240,1720.0,9.77,176.0,N/A,N/A,0.5,3445.0,5.23
0,넥스트BT,065170,2105.0,N/A,-154.0,N/A,N/A,2.61,807.0,N/A
0,덕산하이메탈,077360,8320.0,9.04,920.0,N/A,N/A,0.78,10727.0,N/A
0,라이온켐텍,171120,7830.0,10.79,726.0,N/A,N/A,1.31,5999.0,1.86
0,바이오스마트,038460,11200.0,10.75,1042.0,N/A,N/A,2.09,5359.0,0.56
0,선데이토즈,123420,26750.0,31.88,839.0,10.0,2743.0,1.68,15955.0,N/A
0,신원종합개발,017000,4720.0,3.79,1247.0,N/A,N/A,0.52,9109.0,N/A
0,아이엘사이언스,307180,3120.0,N/A,-140.0,N/A,N/A,6.37,490.0,N/A
0,에스모 머티리얼즈,087730,2720.0,N/A,-19242.0,N/A,N/A,8.24,330.0,N/A
0,에이치엘사이언스,239610,55400.0,14.0,3958.0,N/A,N/A,3.33,16628.0,0.72
0,엔에스엔,031860,1140.0,N/A,-279.0,N/A,N/A,1.16,982.0,N/A
0,옵티팜,153710,24850.0,N/A,-58.0,N/A,N/A,10.13,2453.0,N/A
0,유라테크,048430,12350.0,30.12,410.0,N/A,N/A,1.31,9443.0,0.81
0,인터플렉스,051370,14400.0,N/A,-1293.0,N/A,N/A,1.57,9173.0,N/A
0,조광ILI,044060,6160.0,41.62,148.0,N/A,N/A,1.09,5676.0,N/A
0,코맥스,036690,5870.0,24.56,239.0,N/A,N/A,1.29,4538.0,0.83
0,태웅,044490,13250.0,N/A,-1527.0,N/A,N/A,0.47,28391.0,N/A
0,퓨쳐켐,220100,10200.0,N/A,-935.0,N/A,N/A,9.63,1059.0,N/A
0,한국테크놀로지,053590,991.0,N/A,-336.0,N/A,N/A,3.87,256.0,N/A
0,IBKS제11호스팩,335890,2525.0,N/A,-29.0,N/A,N/A,1.31,1932.0,N/A
0,OQP,078590,5220.0,N/A,-163.0,N/A,N/A,3.9,1337.0,N/A
0,YBM넷,057030,7150.0,216.67,33.0,N/A,N/A,2.81,2544.0,N/A
0,구영테크,053270,1570.0,10.75,146.0,N/A,N/A,0.53,2982.0,1.91
0,네오크레마,311390,7590.0,46.28,164.0,N/A,N/A,1.47,5174.0,N/A
0,대한과학,131220,5810.0,35.86,162.0,N/A,N/A,1.56,3721.0,1.03
0,라온피플,300120,25800.0,26.17,986.0,N/A,N/A,4.42,5841.0,0.58
0,메가엠디,133750,3235.0,77.02,42.0,N/A,N/A,1.24,2608.0,1.55
0,보광산업,225530,6840.0,42.22,162.0,N/A,N/A,3.64,1880.0,0.73
0,삼보모터스,053700,5120.0,N/A,-887.0,N/A,N/A,0.4,12710.0,N/A
0,세원물산,024830,6280.0,4.48,1401.0,N/A,N/A,0.27,22886.0,0.4
0,아즈텍WB,032080,1685.0,12.04,140.0,N/A,N/A,0.37,4535.0,N/A
0,에스디시스템,121890,739.0,N/A,-1214.0,N/A,N/A,0.86,857.0,N/A
0,에코바이오,038870,8500.0,10.86,783.0,N/A,N/A,1.52,5603.0,N/A
0,엠아이텍,179290,4115.0,28.58,144.0,N/A,N/A,2.6,1585.0,1.22
0,와이제이엠게임즈,193250,1800.0,N/A,-93.0,N/A,N/A,1.34,1342.0,N/A
0,유아이디,069330,1055.0,N/A,-1301.0,N/A,N/A,0.93,1135.0,N/A
0,인피니트헬스케어,071200,7190.0,26.15,275.0,N/A,N/A,2.04,3532.0,N/A
0,젬백스링크,064800,1525.0,44.85,34.0,N/A,N/A,0.84,1816.0,0.66
0,카이노스메드,284620,5000.0,N/A,-78.0,N/A,N/A,52.08,96.0,N/A
0,토박스코리아,215480,1005.0,N/A,-15.0,N/A,N/A,1.9,528.0,N/A
0,프리엠스,053160,9860.0,N/A,-3.0,N/A,N/A,1.13,8710.0,0.51
0,한독크린텍,256150,22450.0,16.57,1355.0,N/A,N/A,2.35,9567.0,0.89
0,흥구석유,024060,6730.0,12.13,555.0,N/A,N/A,1.3,5182.0,2.23
0,광진실업,026910,3160.0,N/A,-240.0,N/A,N/A,0.74,4270.0,N/A
0,대신밸런스제6호스팩,307750,2060.0,N/A,-7.0,N/A,N/A,1.08,1910.0,N/A
0,디케이락,105740,9210.0,8.97,1027.0,N/A,N/A,0.83,11044.0,2.17
0,메지온,140410,174200.0,N/A,-2574.0,N/A,N/A,39.73,4385.0,N/A
0,뷰웍스,100120,36550.0,13.86,2638.0,N/A,N/A,2.19,16660.0,1.09
0,삼성머스트스팩3호,309930,2160.0,102.86,21.0,N/A,N/A,1.18,1828.0,N/A
0,소리바다,053110,391.0,N/A,-246.0,N/A,N/A,0.92,427.0,N/A
0,아시아경제,127710,1505.0,215.0,7.0,N/A,N/A,0.38,3984.0,N/A
0,야스,255440,14250.0,17.19,829.0,N/A,N/A,1.24,11526.0,1.05
0,에이에프더블류,312610,13700.0,25.7,533.0,N/A,N/A,1.92,7124.0,0.73
0,오디텍,080520,4935.0,37.67,131.0,N/A,N/A,0.47,10512.0,2.03
0,우주일렉트로,065680,26600.0,23.01,1156.0,N/A,N/A,1.17,22829.0,1.13
0,이그잭스,060230,1465.0,N/A,-52.0,N/A,N/A,1.96,748.0,N/A
0,인크로스,216050,42900.0,36.05,1190.0,N/A,N/A,4.89,8766.0,N/A
0,진로발효,018120,30500.0,14.63,2085.0,N/A,N/A,2.78,10979.0,4.43
0,코스나인,082660,1205.0,N/A,-2013.0,N/A,N/A,1.56,771.0,N/A
0,테크윙,089030,20900.0,21.46,974.0,12.0,1686.0,2.28,9171.0,1.1
0,포메탈,119500,3385.0,17.27,196.0,N/A,N/A,0.89,3785.0,1.77
0,한류타임즈,039670,917.0,N/A,-6643.0,N/A,N/A,N/A,-940.0,N/A
0,화신정공,126640,1250.0,11.9,105.0,N/A,N/A,0.56,2246.0,2.4
0,ISC,095340,20500.0,24.97,821.0,N/A,N/A,1.58,12946.0,0.24
0,국일제지,078130,5630.0,N/A,-300.0,N/A,N/A,13.53,416.0,N/A
0,네오펙트,290660,5890.0,N/A,-1496.0,N/A,N/A,8.34,706.0,N/A
0,대성엘텍,025440,670.0,N/A,-93.0,N/A,N/A,1.76,380.0,N/A
0,동양에스텍,060380,2710.0,N/A,-211.0,N/A,N/A,0.56,4867.0,3.69
0,디젠스,113810,423.0,N/A,-76.0,N/A,N/A,0.71,599.0,N/A
0,모바일어플라이언스,087260,3615.0,N/A,-66.0,N/A,N/A,3.8,952.0,N/A
0,빅솔론,093190,4680.0,8.1,578.0,N/A,N/A,0.53,8854.0,4.06
0,세틀뱅크,234340,28000.0,19.1,1466.0,N/A,N/A,2.29,12244.0,1.36
0,심텍홀딩스,036710,2255.0,N/A,-40.0,N/A,N/A,0.7,3214.0,0.44
0,아이엠,101390,820.0,N/A,-424.0,N/A,N/A,1.03,797.0,N/A
0,에스티아이,039440,18100.0,13.69,1322.0,N/A,N/A,1.65,10999.0,1.38
0,오리콤,010470,4360.0,10.21,427.0,N/A,N/A,0.62,6979.0,5.05
0,웹스,196700,2110.0,58.61,36.0,N/A,N/A,0.73,2889.0,N/A
0,이노와이즈,086250,1405.0,N/A,-774.0,N/A,N/A,1.5,934.0,N/A
0,이크레더블,092130,25450.0,21.14,1204.0,N/A,N/A,6.45,3947.0,2.91
0,제이에스티나,026040,2285.0,N/A,-2118.0,N/A,N/A,0.86,2670.0,N/A
0,컬러레이,900310,1600.0,3.7,433.0,N/A,N/A,0.51,3123.0,N/A
0,코닉글로리,094860,1945.0,N/A,-73.0,N/A,N/A,9.4,207.0,N/A
0,파트론,091700,11050.0,11.74,941.0,17.0,653.0,1.62,6833.0,3.17
0,하나머스트제6호스팩,307160,2090.0,122.94,17.0,N/A,N/A,1.15,1813.0,N/A
0,현대통신,039010,6900.0,7.8,885.0,N/A,N/A,0.71,9720.0,4.35
0,THE MIDONG,161570,1750.0,N/A,-182.0,N/A,N/A,0.81,2162.0,N/A
0,녹십자랩셀,144510,57500.0,N/A,-159.0,N/A,N/A,13.94,4126.0,0.04
0,대신밸런스제8호스팩,336570,2000.0,N/A,-69.0,N/A,N/A,1.06,1891.0,N/A
0,동일금속,109860,11400.0,6.72,1696.0,N/A,N/A,0.6,19120.0,2.46
0,디지탈옵틱,106520,650.0,N/A,-103.0,N/A,N/A,1.11,587.0,N/A
0,마크로젠,038290,37400.0,N/A,-1200.0,N/A,N/A,3.32,11269.0,N/A
0,바른테크놀로지,029480,556.0,N/A,-135.0,N/A,N/A,1.6,348.0,N/A
0,빛샘전자,072950,5280.0,17.66,299.0,N/A,N/A,0.54,9702.0,1.89
0,성광벤드,014620,7530.0,22.61,333.0,18.0,422.0,0.48,15791.0,1.33
0,수젠텍,253840,54100.0,N/A,-796.0,N/A,N/A,28.0,1932.0,N/A
0,씨아이에스,222080,6370.0,31.38,203.0,N/A,N/A,5.93,1074.0,N/A
0,알로이스,297570,2000.0,N/A,-192.0,N/A,N/A,1.96,1018.0,N/A
0,에이치엘비파워,043220,1145.0,52.05,22.0,N/A,N/A,2.5,458.0,N/A
0,영풍정밀,036560,7370.0,8.33,885.0,N/A,N/A,0.45,16492.0,4.07
0,와토스코리아,079000,5170.0,12.55,412.0,N/A,N/A,0.5,10279.0,3.87
0,유안타제3호스팩,287410,2005.0,222.78,9.0,N/A,N/A,1.1,1820.0,N/A
0,이엔드디,101360,25000.0,26.91,929.0,N/A,N/A,12.24,2042.0,N/A
0,제닉,123330,3980.0,N/A,-1602.0,N/A,N/A,1.03,3873.0,N/A
0,진양제약,007370,7310.0,121.83,60.0,N/A,N/A,1.91,3837.0,1.37
0,코렌텍,104540,8300.0,27.21,305.0,N/A,N/A,3.02,2745.0,N/A
0,클래시스,214150,14100.0,22.93,615.0,22.0,652.0,9.41,1499.0,0.33
0,파이오링크,170790,14300.0,15.34,932.0,N/A,N/A,2.39,5986.0,0.7
0,피제이전자,006140,4825.0,13.4,360.0,N/A,N/A,0.68,7097.0,2.9
0,한라IMS,092460,5390.0,20.73,260.0,N/A,N/A,0.75,7180.0,1.86
0,EDGC,245620,17400.0,N/A,-291.0,N/A,N/A,16.68,1043.0,N/A
0,KG모빌리언스,046440,10650.0,17.96,593.0,N/A,N/A,1.63,6548.0,1.88
0,경남바이오파마,044480,5410.0,N/A,-154.0,N/A,N/A,1.57,3454.0,N/A
0,나스미디어,089600,31550.0,14.8,2132.0,13.0,2456.0,1.83,17209.0,2.09
0,대주산업,003310,1925.0,38.5,50.0,N/A,N/A,1.32,1455.0,1.56
0,디케이앤디,263020,5180.0,14.39,360.0,N/A,N/A,0.76,6788.0,N/A
0,메이슨캐피탈,021880,282.0,N/A,-69.0,N/A,N/A,0.9,313.0,N/A
0,삼보판지,023600,7860.0,4.03,1950.0,N/A,N/A,0.35,22555.0,1.59
0,세코닉스,053450,4920.0,N/A,-2501.0,N/A,N/A,0.58,8485.0,1.02
0,씨유메디칼,115480,3065.0,N/A,-242.0,N/A,N/A,1.13,2708.0,N/A
0,아이즈비전,031310,3785.0,180.24,21.0,N/A,N/A,0.62,6070.0,N/A
0,에쎈테크,043340,1150.0,N/A,-15.0,N/A,N/A,3.0,383.0,N/A
0,엠벤처투자,019590,912.0,8.29,110.0,N/A,N/A,1.5,607.0,N/A
0,원익QnC,074600,14900.0,N/A,-282.0,14.0,1028.0,1.84,8116.0,N/A
0,유비쿼스홀딩스,078070,30450.0,84.82,359.0,N/A,N/A,2.52,12090.0,0.43
0,이지바이오,353810,56200.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,제이엠티,094970,2955.0,21.41,138.0,N/A,N/A,0.86,3417.0,1.69
0,지엔코,065060,1255.0,N/A,-229.0,N/A,N/A,1.42,882.0,N/A
0,코윈테크,282880,25000.0,11.68,2140.0,N/A,N/A,2.24,11171.0,1.85
0,티에스이,131290,38700.0,15.67,2469.0,N/A,N/A,2.31,16760.0,0.52
0,피에스엠씨,024850,840.0,420.0,2.0,N/A,N/A,1.65,510.0,N/A
0,해덕파워웨이,102210,1100.0,N/A,-183.0,N/A,N/A,0.7,1573.0,N/A
0,CSA 코스믹,083660,4170.0,N/A,-353.0,N/A,N/A,5.07,822.0,N/A
0,SM C&C,048550,1765.0,70.6,25.0,N/A,N/A,1.45,1220.0,N/A
0,나이벡,138610,23750.0,N/A,-245.0,N/A,N/A,8.57,2771.0,N/A
0,대성파인텍,104040,1330.0,21.45,62.0,N/A,N/A,0.75,1767.0,N/A
0,디엠티,134580,1705.0,N/A,-478.0,N/A,N/A,0.82,2083.0,N/A
0,메디앙스,014100,4195.0,4.83,869.0,N/A,N/A,0.67,6270.0,N/A
0,미코,059090,16600.0,62.88,264.0,N/A,N/A,5.39,3078.0,0.24
0,삼륭물산,014970,8840.0,94.04,94.0,N/A,N/A,1.86,4750.0,0.85
0,상보,027580,1055.0,N/A,-233.0,N/A,N/A,1.57,672.0,N/A
0,셀바스AI,108860,2960.0,34.02,87.0,N/A,N/A,1.81,1631.0,N/A
0,신영스팩5호,323280,2045.0,N/A,-32.0,N/A,N/A,1.04,1971.0,N/A
0,아이에이네트웍스,123010,1920.0,N/A,-268.0,N/A,N/A,10.16,189.0,N/A
0,에스티팜,237690,59400.0,N/A,-931.0,N/A,N/A,3.72,15950.0,N/A
0,엔시트론,101400,1255.0,N/A,-384.0,N/A,N/A,2.18,575.0,N/A
0,우리손에프앤지,073560,1930.0,35.09,55.0,N/A,N/A,0.72,2699.0,1.29
0,육일씨엔에쓰,191410,3610.0,N/A,-875.0,N/A,N/A,1.32,2733.0,N/A
0,이엠텍,091120,14200.0,N/A,-396.0,N/A,N/A,1.25,11337.0,N/A
0,전진바이오팜,110020,8060.0,N/A,-280.0,N/A,N/A,15.74,512.0,N/A
0,지니언스,263860,5580.0,14.31,390.0,N/A,N/A,1.5,3730.0,N/A
0,코너스톤네트웍스,033110,204.0,N/A,-440.0,N/A,N/A,0.76,270.0,N/A
0,콜마비앤에이치,200130,66800.0,33.13,2016.0,26.0,2527.0,7.48,8936.0,0.37
0,티에스아이,277880,16600.0,N/A,-1636.0,N/A,N/A,5.13,3235.0,N/A
0,풍강,093380,2900.0,N/A,-53.0,N/A,N/A,0.46,6265.0,2.07
0,한국알콜,017890,19150.0,11.68,1640.0,N/A,N/A,1.15,16594.0,0.52
0,현진소재,053660,400.0,N/A,-2148.0,N/A,N/A,N/A,-289.0,N/A
0,KCC건설,021320,7600.0,5.04,1507.0,N/A,N/A,0.41,18317.0,1.97
0,SM Life Design,063440,1940.0,N/A,-93.0,N/A,N/A,1.83,1059.0,N/A
0,녹원씨엔아이,065560,5500.0,N/A,-650.0,N/A,N/A,1.2,4593.0,N/A
0,데일리블록체인,139050,547.0,N/A,-278.0,N/A,N/A,1.42,385.0,N/A
0,디티앤씨,187220,6110.0,N/A,-531.0,N/A,N/A,0.8,7602.0,N/A
0,메디포스트,078160,29700.0,N/A,-672.0,N/A,N/A,3.93,7558.0,N/A
0,삼진엘앤디,054090,3110.0,124.4,25.0,N/A,N/A,0.8,3900.0,2.41
0,세종텔레콤,036630,268.0,N/A,-48.0,N/A,N/A,0.53,505.0,N/A
0,시공테크,020710,5120.0,6.75,758.0,N/A,N/A,0.93,5532.0,1.56
0,쎄트렉아이,099320,28150.0,24.71,1139.0,N/A,N/A,3.13,9006.0,0.75
0,알티캐스트,085810,1665.0,N/A,-841.0,N/A,N/A,0.51,3277.0,N/A
0,에이디칩스,054630,700.0,N/A,-357.0,N/A,N/A,1.06,661.0,N/A
0,엔브이에이치코리아,067570,2800.0,N/A,-458.0,N/A,N/A,0.6,4667.0,1.79
0,오텍,067170,12150.0,21.54,564.0,N/A,N/A,1.24,9775.0,1.07
0,유비쿼스,264450,37350.0,16.34,2286.0,N/A,N/A,2.14,17425.0,1.21
0,이수앱지스,086890,8220.0,N/A,-711.0,N/A,N/A,4.32,1901.0,N/A
0,진바이오텍,086060,6440.0,70.0,92.0,N/A,N/A,1.2,5354.0,0.47
0,코드네이처,078940,1275.0,N/A,-95.0,N/A,N/A,1.86,684.0,N/A
0,태웅로직스,124560,3540.0,5.62,630.0,N/A,N/A,1.34,2644.0,1.41
0,팍스넷,038160,862.0,N/A,-2999.0,N/A,N/A,1.16,746.0,N/A
0,한국캐피탈,023760,528.0,5.56,95.0,N/A,N/A,0.58,909.0,4.74
0,SDN,099220,2510.0,25.1,100.0,N/A,N/A,1.5,1673.0,N/A
0,국일신동,060480,3400.0,N/A,-45.0,N/A,N/A,0.8,4224.0,1.47
0,대성미생물,036480,17850.0,23.49,760.0,N/A,N/A,1.91,9354.0,0.48
0,동국제약,086450,154100.0,23.09,6673.0,20.0,7641.0,3.7,41609.0,0.52
0,레이크머티리얼즈,281740,2545.0,94.26,27.0,N/A,N/A,4.59,555.0,N/A
0,바이온,032980,1120.0,N/A,-396.0,N/A,N/A,1.75,641.0,N/A
0,성호전자,043260,763.0,N/A,-153.0,N/A,N/A,0.63,1209.0,N/A
0,신흥에스이씨,243840,49950.0,19.43,2571.0,N/A,N/A,3.03,16463.0,0.56
0,아이진,185490,15200.0,N/A,-899.0,N/A,N/A,11.69,1300.0,N/A
0,에스씨엠생명과학,298060,40000.0,N/A,-5321.0,N/A,N/A,14.78,2707.0,N/A
0,에이치엠씨제4호스팩,353070,2000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,엔피디,198080,4320.0,3.7,1167.0,N/A,N/A,1.01,4290.0,N/A
0,와이솔,122990,16100.0,16.1,1000.0,19.0,868.0,1.31,12286.0,1.55
0,유성티엔에스,024800,2245.0,2.62,858.0,N/A,N/A,0.27,8445.0,0.67
0,전파기지국,065530,5130.0,128.25,40.0,N/A,N/A,3.48,1473.0,0.98
0,초록뱀,047820,1615.0,16.48,98.0,N/A,N/A,1.81,890.0,N/A
0,코세스,089890,7810.0,22.7,344.0,N/A,N/A,4.88,1601.0,N/A
0,티로보틱스,117730,12800.0,N/A,-868.0,N/A,N/A,2.38,5372.0,N/A
0,피씨디렉트,051380,11300.0,23.35,484.0,N/A,N/A,2.4,4704.0,0.88
0,한일사료,005860,1850.0,N/A,-87.0,N/A,N/A,1.25,1478.0,1.35
0,IBKS제14호스팩,351320,2075.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,SBS콘텐츠허브,046140,6050.0,60.5,100.0,N/A,N/A,0.82,7370.0,N/A
0,iMBC,052220,2810.0,27.82,101.0,N/A,N/A,1.23,2279.0,N/A
0,국보디자인,066620,15400.0,5.93,2597.0,N/A,N/A,0.86,17923.0,1.95
0,넷게임즈,225570,9900.0,N/A,-202.0,N/A,N/A,6.5,1523.0,N/A
0,대호피앤씨,021040,708.0,N/A,-25.0,N/A,N/A,0.77,914.0,N/A
0,랩지노믹스,084650,51900.0,169.61,306.0,N/A,N/A,15.15,3425.0,N/A
0,메드팩토,235980,84800.0,N/A,-810.0,N/A,N/A,22.89,3704.0,N/A
0,본느,226340,2450.0,28.49,86.0,N/A,N/A,2.24,1096.0,N/A
0,삼영엠텍,054540,4145.0,14.96,277.0,N/A,N/A,0.68,6123.0,2.41
0,셀리버리,268600,114400.0,N/A,-1914.0,N/A,N/A,36.78,3110.0,N/A
0,안랩,053800,59100.0,32.03,1845.0,N/A,N/A,2.55,23173.0,1.52
0,에스앤에스텍,101490,50900.0,83.58,609.0,N/A,N/A,10.64,4783.0,0.1
0,에코캡,128540,2880.0,N/A,-5.0,N/A,N/A,0.6,4837.0,N/A
0,엠에스오토텍,123040,5390.0,25.55,211.0,N/A,N/A,1.15,4671.0,1.39
0,와이팜,332570,14800.0,43.66,339.0,N/A,N/A,10.52,1407.0,N/A
0,유아이엘,049520,4130.0,17.5,236.0,N/A,N/A,0.52,7990.0,9.69
0,일신바이오,068330,3785.0,30.04,126.0,N/A,N/A,3.93,962.0,0.19
